scenario,topology,n_sites,best_regime,eta_coherent,eta_best,gamma_best,eta_high,coherence_best,loss_best
Grafo completo de 4 nos,complete,4,intermediate,0.29967524964259384,0.797944439228069,3.2,0.7689573785060921,0.11242620828500087,0.14054262290097266
