family,n_sites,target_style,disorder_strength_over_coupling,dephasing_over_coupling,arrival_quantum,arrival_classical,arrival_delta_quantum_minus_classical,quantum_hitting_time,classical_hitting_time,quantum_loss,classical_loss,comparison_label
ring,10,high_centrality,0.4,1.4,0.3930455066068484,0.44035415677894607,-0.04730865017209768,1.2658227848101267,1.3924050632911393,0.13428190914021665,0.12827511178806347,classical_explains
ring,10,high_centrality,0.4,1.4,0.3988674577769373,0.44035415677894607,-0.0414866990020088,1.2658227848101267,1.3924050632911393,0.13344180702498928,0.12827511178806347,classical_explains
ring,10,high_centrality,0.8,1.4,0.3934318287083689,0.44035415677894607,-0.04692232807057717,1.2658227848101267,1.3924050632911393,0.13429951626883088,0.12827511178806347,classical_explains
ring,10,high_centrality,0.8,1.4,0.40672188639835755,0.44035415677894607,-0.033632270380588525,1.2658227848101267,1.3924050632911393,0.13243231412803955,0.12827511178806347,classical_explains
ring,10,low_centrality,0.0,1.4,0.39538068609484583,0.44035415677894607,-0.044973470684100236,1.2658227848101267,1.3924050632911393,0.13399275794973659,0.12827511178806347,classical_explains
ring,10,low_centrality,0.0,1.4,0.39538068609484583,0.44035415677894607,-0.044973470684100236,1.2658227848101267,1.3924050632911393,0.13399275794973659,0.12827511178806347,classical_explains
ring,10,low_centrality,0.4,1.4,0.3930455066068484,0.44035415677894607,-0.04730865017209768,1.2658227848101267,1.3924050632911393,0.13428190914021665,0.12827511178806347,classical_explains
ring,10,low_centrality,0.4,1.4,0.3988674577769373,0.44035415677894607,-0.0414866990020088,1.2658227848101267,1.3924050632911393,0.13344180702498928,0.12827511178806347,classical_explains
ring,10,low_centrality,0.8,1.4,0.3934318287083689,0.44035415677894607,-0.04692232807057717,1.2658227848101267,1.3924050632911393,0.13429951626883088,0.12827511178806347,classical_explains
ring,10,low_centrality,0.8,1.4,0.40672188639835755,0.44035415677894607,-0.033632270380588525,1.2658227848101267,1.3924050632911393,0.13243231412803955,0.12827511178806347,classical_explains
ring,12,near,0.0,1.4,0.3791258990801973,0.4387326809709235,-0.05960678189072621,1.2658227848101267,1.3924050632911393,0.13476191635456516,0.12833146134890894,inconclusive
ring,12,near,0.0,1.4,0.3791258990801973,0.4387326809709235,-0.05960678189072621,1.2658227848101267,1.3924050632911393,0.13476191635456516,0.12833146134890894,inconclusive
ring,12,near,0.4,1.4,0.37996750733486234,0.4387326809709235,-0.05876517363606115,1.2658227848101267,1.3924050632911393,0.13467599704964126,0.12833146134890894,inconclusive
ring,12,near,0.4,1.4,0.38305930311358366,0.4387326809709235,-0.055673377857339834,1.2658227848101267,1.3924050632911393,0.13429426083070087,0.12833146134890894,inconclusive
ring,12,near,0.8,1.4,0.37966500457053126,0.4387326809709235,-0.05906767640039223,1.2658227848101267,1.3924050632911393,0.13478052445354047,0.12833146134890894,inconclusive
ring,12,near,0.8,1.4,0.3907170920959326,0.4387326809709235,-0.04801558887499091,1.2658227848101267,1.3924050632911393,0.1334457329727503,0.12833146134890894,classical_explains
ring,12,far,0.0,0.0,0.45718469439004,0.046930419306890514,0.4102542750831495,3.417721518987342,10.0,0.13567619281492127,0.1789094395493262,quantum_advantage_like
ring,12,far,0.0,0.0,0.45718469439004,0.046930419306890514,0.4102542750831495,3.417721518987342,10.0,0.13567619281492127,0.1789094395493262,quantum_advantage_like
ring,12,far,0.4,0.0,0.38928342143275285,0.046930419306890514,0.34235300212586234,3.417721518987342,10.0,0.14148117268074012,0.1789094395493262,quantum_advantage_like
ring,12,far,0.4,0.0,0.4352001947358907,0.046930419306890514,0.3882697754290002,3.5443037974683547,10.0,0.13885231280170585,0.1789094395493262,quantum_advantage_like
ring,12,far,0.8,0.0,0.32173660217304606,0.046930419306890514,0.27480618286615555,3.5443037974683547,10.0,0.15032831709554806,0.1789094395493262,quantum_advantage_like
ring,12,far,0.8,0.0,0.29105080449465004,0.046930419306890514,0.24412038518775953,3.670886075949367,10.0,0.1514943240474384,0.1789094395493262,quantum_advantage_like
ring,12,high_centrality,0.0,1.4,0.3791258990801973,0.4387326809709235,-0.05960678189072621,1.2658227848101267,1.3924050632911393,0.13476191635456516,0.12833146134890894,inconclusive
ring,12,high_centrality,0.0,1.4,0.3791258990801973,0.4387326809709235,-0.05960678189072621,1.2658227848101267,1.3924050632911393,0.13476191635456516,0.12833146134890894,inconclusive
ring,12,high_centrality,0.4,1.4,0.37996750733486234,0.4387326809709235,-0.05876517363606115,1.2658227848101267,1.3924050632911393,0.13467599704964126,0.12833146134890894,inconclusive
ring,12,high_centrality,0.4,1.4,0.38305930311358366,0.4387326809709235,-0.055673377857339834,1.2658227848101267,1.3924050632911393,0.13429426083070087,0.12833146134890894,inconclusive
ring,12,high_centrality,0.8,1.4,0.37966500457053126,0.4387326809709235,-0.05906767640039223,1.2658227848101267,1.3924050632911393,0.13478052445354047,0.12833146134890894,inconclusive
ring,12,high_centrality,0.8,1.4,0.3907170920959326,0.4387326809709235,-0.04801558887499091,1.2658227848101267,1.3924050632911393,0.1334457329727503,0.12833146134890894,classical_explains
ring,12,low_centrality,0.0,1.4,0.3791258990801973,0.4387326809709235,-0.05960678189072621,1.2658227848101267,1.3924050632911393,0.13476191635456516,0.12833146134890894,inconclusive
ring,12,low_centrality,0.0,1.4,0.3791258990801973,0.4387326809709235,-0.05960678189072621,1.2658227848101267,1.3924050632911393,0.13476191635456516,0.12833146134890894,inconclusive
ring,12,low_centrality,0.4,1.4,0.37996750733486234,0.4387326809709235,-0.05876517363606115,1.2658227848101267,1.3924050632911393,0.13467599704964126,0.12833146134890894,inconclusive
ring,12,low_centrality,0.4,1.4,0.38305930311358366,0.4387326809709235,-0.055673377857339834,1.2658227848101267,1.3924050632911393,0.13429426083070087,0.12833146134890894,inconclusive
ring,12,low_centrality,0.8,1.4,0.37966500457053126,0.4387326809709235,-0.05906767640039223,1.2658227848101267,1.3924050632911393,0.13478052445354047,0.12833146134890894,inconclusive
ring,12,low_centrality,0.8,1.4,0.3907170920959326,0.4387326809709235,-0.04801558887499091,1.2658227848101267,1.3924050632911393,0.1334457329727503,0.12833146134890894,classical_explains
chain,8,near,0.0,1.4,0.5799941751083233,0.7246496244601169,-0.14465544935179364,1.139240506329114,0.759493670886076,0.1080609652287968,0.08659592000423966,inconclusive
chain,8,near,0.0,1.4,0.5799941751083233,0.7246496244601169,-0.14465544935179364,1.139240506329114,0.759493670886076,0.1080609652287968,0.08659592000423966,inconclusive
chain,8,near,0.4,1.4,0.5830919718857822,0.7246496244601169,-0.14155765257433472,1.139240506329114,0.759493670886076,0.10791450406577272,0.08659592000423966,inconclusive
chain,8,near,0.4,1.4,0.5845281799171621,0.7246496244601169,-0.14012144454295483,1.139240506329114,0.759493670886076,0.10759857127359344,0.08659592000423966,inconclusive
chain,8,near,0.8,1.4,0.5858489966092455,0.7246496244601169,-0.13880062785087144,1.139240506329114,0.759493670886076,0.10752235313840822,0.08659592000423966,inconclusive
chain,8,near,0.8,1.4,0.5824024520706295,0.7246496244601169,-0.14224717238948748,1.139240506329114,0.759493670886076,0.10790550157225103,0.08659592000423966,inconclusive
chain,8,far,0.0,0.0,0.584336177961786,0.021243085934457562,0.5630930920273285,4.177215189873418,10.0,0.12622929837129876,0.1803421535628133,quantum_advantage_like
chain,8,far,0.0,0.0,0.584336177961786,0.021243085934457562,0.5630930920273285,4.177215189873418,10.0,0.12622929837129876,0.1803421535628133,quantum_advantage_like
chain,8,far,0.4,0.0,0.5131416198998806,0.021243085934457562,0.49189853396542305,4.30379746835443,10.0,0.13426048343771674,0.1803421535628133,quantum_advantage_like
chain,8,far,0.4,0.0,0.49169085878870994,0.021243085934457562,0.4704477728542524,4.30379746835443,10.0,0.13551702944345534,0.1803421535628133,quantum_advantage_like
chain,8,far,0.8,0.0,0.46034362459693423,0.021243085934457562,0.43910053866247667,4.30379746835443,10.0,0.1413145412671386,0.1803421535628133,quantum_advantage_like
chain,8,far,0.8,0.0,0.4057232423728385,0.021243085934457562,0.38448015643838096,4.4303797468354436,10.0,0.14307970887339558,0.1803421535628133,quantum_advantage_like
chain,8,high_centrality,0.0,0.0,0.4135544888502495,0.18706439802341202,0.22649009082683746,2.7848101265822787,6.835443037974684,0.13998918054552967,0.16839102373214584,quantum_advantage_like
chain,8,high_centrality,0.0,0.0,0.4135544888502495,0.18706439802341202,0.22649009082683746,2.7848101265822787,6.835443037974684,0.13998918054552967,0.16839102373214584,quantum_advantage_like
chain,8,high_centrality,0.4,0.2,0.37568093295654026,0.18706439802341202,0.18861653493312824,3.037974683544304,6.835443037974684,0.14590145965781137,0.16839102373214584,quantum_advantage_like
chain,8,high_centrality,0.4,0.2,0.376584994364403,0.18706439802341202,0.189520596340991,3.037974683544304,6.835443037974684,0.14594125313671177,0.16839102373214584,quantum_advantage_like
chain,8,high_centrality,0.8,0.2,0.3417459775623802,0.18706439802341202,0.15468157953896816,3.1645569620253164,6.835443037974684,0.1490480002568751,0.16839102373214584,quantum_advantage_like
chain,8,high_centrality,0.8,0.0,0.4436855971828179,0.18706439802341202,0.2566211991594059,2.7848101265822787,6.835443037974684,0.13510842704352402,0.16839102373214584,quantum_advantage_like
chain,8,low_centrality,0.0,0.0,0.584336177961786,0.021243085934457562,0.5630930920273285,4.177215189873418,10.0,0.12622929837129876,0.1803421535628133,quantum_advantage_like
chain,8,low_centrality,0.0,0.0,0.584336177961786,0.021243085934457562,0.5630930920273285,4.177215189873418,10.0,0.12622929837129876,0.1803421535628133,quantum_advantage_like
chain,8,low_centrality,0.4,0.0,0.5131416198998806,0.021243085934457562,0.49189853396542305,4.30379746835443,10.0,0.13426048343771674,0.1803421535628133,quantum_advantage_like
chain,8,low_centrality,0.4,0.0,0.49169085878870994,0.021243085934457562,0.4704477728542524,4.30379746835443,10.0,0.13551702944345534,0.1803421535628133,quantum_advantage_like
chain,8,low_centrality,0.8,0.0,0.46034362459693423,0.021243085934457562,0.43910053866247667,4.30379746835443,10.0,0.1413145412671386,0.1803421535628133,quantum_advantage_like
chain,8,low_centrality,0.8,0.0,0.4057232423728385,0.021243085934457562,0.38448015643838096,4.4303797468354436,10.0,0.14307970887339558,0.1803421535628133,quantum_advantage_like
chain,10,near,0.0,1.4,0.5792258043794267,0.7246148077456583,-0.14538900336623162,1.139240506329114,0.759493670886076,0.10807548306902914,0.08659672510765826,inconclusive
chain,10,near,0.0,1.4,0.5792258043794267,0.7246148077456583,-0.14538900336623162,1.139240506329114,0.759493670886076,0.10807548306902914,0.08659672510765826,inconclusive
chain,10,near,0.4,1.4,0.5802563548989196,0.7246148077456583,-0.14435845284673876,1.139240506329114,0.759493670886076,0.10810347429003342,0.08659672510765826,inconclusive
chain,10,near,0.4,1.4,0.5803711431184143,0.7246148077456583,-0.14424366462724403,1.139240506329114,0.759493670886076,0.10805082928057187,0.08659672510765826,inconclusive
chain,10,near,0.8,1.4,0.5823115064470598,0.7246148077456583,-0.14230330129859858,1.139240506329114,0.759493670886076,0.10823635877029412,0.08659672510765826,inconclusive
chain,10,near,0.8,1.4,0.5974242229889086,0.7246148077456583,-0.1271905847567497,1.139240506329114,0.759493670886076,0.10562178292287351,0.08659672510765826,inconclusive
chain,10,far,0.0,0.0,0.5554696687022775,0.0035666251328688183,0.5519030435694087,5.3164556962025316,10.0,0.13934674474064718,0.18114844355687476,quantum_advantage_like
chain,10,far,0.0,0.0,0.5554696687022775,0.0035666251328688183,0.5519030435694087,5.3164556962025316,10.0,0.13934674474064718,0.18114844355687476,quantum_advantage_like
chain,10,far,0.4,0.0,0.48773545822756065,0.0035666251328688183,0.48416883309469183,5.3164556962025316,10.0,0.14470220838916453,0.18114844355687476,quantum_advantage_like
chain,10,far,0.4,0.0,0.484862895042978,0.0035666251328688183,0.4812962699101092,5.3164556962025316,10.0,0.14529567997672838,0.18114844355687476,quantum_advantage_like
chain,10,far,0.8,0.0,0.4277626868802275,0.0035666251328688183,0.4241960617473587,5.443037974683545,10.0,0.15167953005908152,0.18114844355687476,quantum_advantage_like
chain,10,far,0.8,0.0,0.29347819311566753,0.0035666251328688183,0.2899115679827987,5.569620253164557,10.0,0.158065507555702,0.18114844355687476,quantum_advantage_like
chain,10,high_centrality,0.0,0.0,0.39117433155776915,0.09683519625076739,0.29433913530700173,3.417721518987342,10.0,0.1477220399600277,0.17559874843607012,quantum_advantage_like
chain,10,high_centrality,0.0,0.0,0.39117433155776915,0.09683519625076739,0.29433913530700173,3.417721518987342,10.0,0.1477220399600277,0.17559874843607012,quantum_advantage_like
chain,10,high_centrality,0.4,0.0,0.3514051752379156,0.09683519625076739,0.25456997898714817,3.417721518987342,10.0,0.1497833516308633,0.17559874843607012,quantum_advantage_like
chain,10,high_centrality,0.4,0.0,0.3794994578230487,0.09683519625076739,0.2826642615722813,3.417721518987342,10.0,0.14928977532536322,0.17559874843607012,quantum_advantage_like
chain,10,high_centrality,0.8,0.0,0.3198969062895414,0.09683519625076739,0.22306171003877404,3.5443037974683547,10.0,0.15214317046690218,0.17559874843607012,quantum_advantage_like
chain,10,high_centrality,0.8,0.0,0.30166516437581065,0.09683519625076739,0.20482996812504325,3.5443037974683547,10.0,0.15126790496667203,0.17559874843607012,quantum_advantage_like
chain,10,low_centrality,0.0,0.0,0.5554696687022775,0.0035666251328688183,0.5519030435694087,5.3164556962025316,10.0,0.13934674474064718,0.18114844355687476,quantum_advantage_like
chain,10,low_centrality,0.0,0.0,0.5554696687022775,0.0035666251328688183,0.5519030435694087,5.3164556962025316,10.0,0.13934674474064718,0.18114844355687476,quantum_advantage_like
chain,10,low_centrality,0.4,0.0,0.48773545822756065,0.0035666251328688183,0.48416883309469183,5.3164556962025316,10.0,0.14470220838916453,0.18114844355687476,quantum_advantage_like
chain,10,low_centrality,0.4,0.0,0.484862895042978,0.0035666251328688183,0.4812962699101092,5.3164556962025316,10.0,0.14529567997672838,0.18114844355687476,quantum_advantage_like
chain,10,low_centrality,0.8,0.0,0.4277626868802275,0.0035666251328688183,0.4241960617473587,5.443037974683545,10.0,0.15167953005908152,0.18114844355687476,quantum_advantage_like
chain,10,low_centrality,0.8,0.0,0.29347819311566753,0.0035666251328688183,0.2899115679827987,5.569620253164557,10.0,0.158065507555702,0.18114844355687476,quantum_advantage_like
chain,12,near,0.0,1.4,0.5792137551995012,0.7246145976089198,-0.14540084240941853,1.139240506329114,0.759493670886076,0.10807562073558663,0.08659672861216484,inconclusive
chain,12,near,0.0,1.4,0.5792137551995012,0.7246145976089198,-0.14540084240941853,1.139240506329114,0.759493670886076,0.10807562073558663,0.08659672861216484,inconclusive
chain,12,near,0.4,1.4,0.5864779074819386,0.7246145976089198,-0.13813669012698115,1.139240506329114,0.759493670886076,0.10712090778282253,0.08659672861216484,inconclusive
chain,12,near,0.4,1.4,0.5829667211301494,0.7246145976089198,-0.14164787647877042,1.139240506329114,0.759493670886076,0.10780985770574762,0.08659672861216484,inconclusive
chain,12,near,0.8,1.4,0.5910171325211245,0.7246145976089198,-0.13359746508779524,1.139240506329114,0.759493670886076,0.10686934237121128,0.08659672861216484,inconclusive
chain,12,near,0.8,1.4,0.5984294192965363,0.7246145976089198,-0.12618517831238352,1.139240506329114,0.759493670886076,0.10656357229374536,0.08659672861216484,inconclusive
chain,12,far,0.0,0.0,0.522734438467243,0.00046565368975885345,0.5222687847774842,6.329113924050633,10.0,0.1515814443421949,0.18125657765614706,quantum_advantage_like
chain,12,far,0.0,0.0,0.522734438467243,0.00046565368975885345,0.5222687847774842,6.329113924050633,10.0,0.1515814443421949,0.18125657765614706,quantum_advantage_like
chain,12,far,0.4,0.0,0.452793976314966,0.00046565368975885345,0.4523283226252071,6.455696202531646,10.0,0.15606382698290322,0.18125657765614706,quantum_advantage_like
chain,12,far,0.4,0.0,0.4031986353320233,0.00046565368975885345,0.40273298164226445,6.455696202531646,10.0,0.15820727385643113,0.18125657765614706,quantum_advantage_like
chain,12,far,0.8,0.0,0.2832955986108031,0.00046565368975885345,0.28282994492104424,6.582278481012659,10.0,0.16425709426996535,0.18125657765614706,quantum_advantage_like
chain,12,far,0.8,0.0,0.24006159446065517,0.00046565368975885345,0.23959594077089633,6.835443037974684,10.0,0.16723602130860588,0.18125657765614706,quantum_advantage_like
chain,12,high_centrality,0.0,0.0,0.295362379110356,0.04693116016872874,0.24843121894162729,4.050632911392405,10.0,0.15476602375672804,0.17890942609883448,quantum_advantage_like
chain,12,high_centrality,0.0,0.0,0.295362379110356,0.04693116016872874,0.24843121894162729,4.050632911392405,10.0,0.15476602375672804,0.17890942609883448,quantum_advantage_like
chain,12,high_centrality,0.4,0.0,0.3120132091612183,0.04693116016872874,0.26508204899248955,4.050632911392405,10.0,0.15689482597514337,0.17890942609883448,quantum_advantage_like
chain,12,high_centrality,0.4,0.0,0.2565999182182817,0.04693116016872874,0.20966875804955298,4.050632911392405,10.0,0.15812538951746907,0.17890942609883448,quantum_advantage_like
chain,12,high_centrality,0.8,0.0,0.25623040564564803,0.04693116016872874,0.2092992454769193,4.177215189873418,10.0,0.16043745435830042,0.17890942609883448,quantum_advantage_like
chain,12,high_centrality,0.8,0.0,0.2258051386639141,0.04693116016872874,0.17887397849518538,4.30379746835443,10.0,0.16259924543179888,0.17890942609883448,quantum_advantage_like
chain,12,low_centrality,0.0,0.0,0.522734438467243,0.00046565368975885345,0.5222687847774842,6.329113924050633,10.0,0.1515814443421949,0.18125657765614706,quantum_advantage_like
chain,12,low_centrality,0.0,0.0,0.522734438467243,0.00046565368975885345,0.5222687847774842,6.329113924050633,10.0,0.1515814443421949,0.18125657765614706,quantum_advantage_like
chain,12,low_centrality,0.4,0.0,0.452793976314966,0.00046565368975885345,0.4523283226252071,6.455696202531646,10.0,0.15606382698290322,0.18125657765614706,quantum_advantage_like
chain,12,low_centrality,0.4,0.0,0.4031986353320233,0.00046565368975885345,0.40273298164226445,6.455696202531646,10.0,0.15820727385643113,0.18125657765614706,quantum_advantage_like
chain,12,low_centrality,0.8,0.0,0.2832955986108031,0.00046565368975885345,0.28282994492104424,6.582278481012659,10.0,0.16425709426996535,0.18125657765614706,quantum_advantage_like
chain,12,low_centrality,0.8,0.0,0.24006159446065517,0.00046565368975885345,0.23959594077089633,6.835443037974684,10.0,0.16723602130860588,0.18125657765614706,quantum_advantage_like
square_lattice_2d,8,near,0.0,1.4,0.4163184849683226,0.5507435022331721,-0.13442501726484957,2.151898734177215,1.2658227848101267,0.13885274795419297,0.11989581306555668,inconclusive
square_lattice_2d,8,near,0.0,1.4,0.4163184849683226,0.5507435022331721,-0.13442501726484957,2.151898734177215,1.2658227848101267,0.13885274795419297,0.11989581306555668,inconclusive
square_lattice_2d,8,near,0.4,1.4,0.41718208508126675,0.5507435022331721,-0.1335614171519054,2.0253164556962027,1.2658227848101267,0.13863887430496472,0.11989581306555668,inconclusive
square_lattice_2d,8,near,0.4,1.4,0.4162383452517697,0.5507435022331721,-0.13450515698140242,2.151898734177215,1.2658227848101267,0.13885700942559967,0.11989581306555668,inconclusive
square_lattice_2d,8,near,0.8,1.4,0.41891797340656384,0.5507435022331721,-0.1318255288266083,2.151898734177215,1.2658227848101267,0.13846206244247164,0.11989581306555668,inconclusive
square_lattice_2d,8,near,0.8,1.4,0.42096038948318426,0.5507435022331721,-0.12978311274998788,2.151898734177215,1.2658227848101267,0.13812201778004202,0.11989581306555668,inconclusive
square_lattice_2d,8,far,0.0,0.8,0.4032920823298997,0.22590934561880296,0.17738273671109675,2.0253164556962027,5.3164556962025316,0.13898290015572642,0.1629774884160823,quantum_advantage_like
square_lattice_2d,8,far,0.0,0.8,0.4032920823298997,0.22590934561880296,0.17738273671109675,2.0253164556962027,5.3164556962025316,0.13898290015572642,0.1629774884160823,quantum_advantage_like
square_lattice_2d,8,far,0.4,0.8,0.39993642035303767,0.22590934561880296,0.1740270747342347,2.0253164556962027,5.3164556962025316,0.1397198477877118,0.1629774884160823,quantum_advantage_like
square_lattice_2d,8,far,0.4,0.2,0.40766678723823196,0.22590934561880296,0.181757441619429,1.7721518987341773,5.3164556962025316,0.13583586668554756,0.1629774884160823,quantum_advantage_like
square_lattice_2d,8,far,0.8,0.8,0.39884702901129665,0.22590934561880296,0.17293768339249369,2.151898734177215,5.3164556962025316,0.14002529899855012,0.1629774884160823,quantum_advantage_like
square_lattice_2d,8,far,0.8,0.2,0.40666089219712037,0.22590934561880296,0.1807515465783174,1.7721518987341773,5.3164556962025316,0.13692992354814557,0.1629774884160823,quantum_advantage_like
square_lattice_2d,8,high_centrality,0.0,1.4,0.4163184849683226,0.5507435022331721,-0.13442501726484957,2.151898734177215,1.2658227848101267,0.13885274795419297,0.11989581306555668,inconclusive
square_lattice_2d,8,high_centrality,0.0,1.4,0.4163184849683226,0.5507435022331721,-0.13442501726484957,2.151898734177215,1.2658227848101267,0.13885274795419297,0.11989581306555668,inconclusive
square_lattice_2d,8,high_centrality,0.4,1.4,0.41718208508126675,0.5507435022331721,-0.1335614171519054,2.0253164556962027,1.2658227848101267,0.13863887430496472,0.11989581306555668,inconclusive
