family,n_sites,instance_id,graph_seed,realization,disorder_seed,disorder_strength_over_coupling,target_style,initial_site,trap_site,dephasing_over_coupling,arrival,sink_hitting_time_filled,loss_population,network_population,mean_coherence_l1,final_entropy,participation_ratio,max_trace_deviation,max_population_closure_error,min_state_eigenvalue,topology_n_sites,topology_n_edges,topology_density,topology_mean_degree,topology_std_degree,topology_initial_degree,topology_target_degree,topology_target_betweenness,topology_target_closeness,topology_initial_target_distance,topology_modularity_approx,topology_spectral_radius,topology_spectral_gap,topology_spectral_degeneracy_approx,topology_spectral_initial_target_overlap,topology_target_mode_weight_ipr,zero_dephasing_arrival,dephasing_gain
modular_two_community,10,modular_two_community_N10_r0_s108464_edge-unweighted,108464,0,5,0.0,low_centrality,9,3,0.8,0.2578308932766294,4.556962025316456,0.15935705176187578,0.5828120549614942,1.026786617192275,2.2619319326890723,9.51624864443541,6.661338147750939e-16,5.551115123125783e-16,0.0,10.0,20.0,0.4444444444444444,4.0,0.7745966692414834,3.0,3.0,0.0,0.391304347826087,4.0,0.4,4.146095868563208,0.7833016444253658,3.0,0.48827169996456515,0.18596875546848946,0.1867644482039645,0.07106644507266488
modular_two_community,10,modular_two_community_N10_r0_s108464_edge-unweighted,108464,0,3,0.4,low_centrality,9,3,0.8,0.26444228215321847,4.556962025316456,0.1587721314502094,0.576785586396574,1.0294764455573167,2.2622491085629863,9.515503571808685,1.7763568394002505e-15,1.9984014443252818e-15,0.0,10.0,20.0,0.4444444444444444,4.0,0.7745966692414834,3.0,3.0,0.0,0.391304347826087,4.0,0.4,4.146095868563208,0.7833016444253658,3.0,0.48827169996456515,0.18596875546848946,0.22723489838402985,0.03720738376918861
modular_two_community,10,modular_two_community_N10_r0_s108464_edge-unweighted,108464,0,5,0.4,low_centrality,9,3,0.2,0.2695303911039965,4.050632911392405,0.15690093919715004,0.5735686696988518,2.306950112966825,1.9674623622636784,7.137741898156038,1.6653345369377348e-15,1.5543122344752192e-15,0.0,10.0,20.0,0.4444444444444444,4.0,0.7745966692414834,3.0,3.0,0.0,0.391304347826087,4.0,0.4,4.146095868563208,0.7833016444253658,3.0,0.48827169996456515,0.18596875546848946,0.24475617437747604,0.02477421672652047
modular_two_community,10,modular_two_community_N10_r0_s108464_edge-unweighted,108464,0,3,0.8,low_centrality,9,3,0.2,0.25588332853033074,4.810126582278482,0.15977169882743728,0.584344972642231,2.370172161762271,1.9990272883213045,7.360536843532682,1.4432899320127035e-15,1.4432899320127035e-15,0.0,10.0,20.0,0.4444444444444444,4.0,0.7745966692414834,3.0,3.0,0.0,0.391304347826087,4.0,0.4,4.146095868563208,0.7833016444253658,3.0,0.48827169996456515,0.18596875546848946,0.23909923956247436,0.01678408896785638
modular_two_community,10,modular_two_community_N10_r0_s108464_edge-unweighted,108464,0,5,0.8,low_centrality,9,3,0.0,0.32470644812700206,3.1645569620253164,0.1506431318431716,0.5246504200298249,4.541289927755956,2.576238516458741e-10,5.160820133864638,1.5543122344752192e-15,1.5543122344752192e-15,-9.11337244526073e-16,10.0,20.0,0.4444444444444444,4.0,0.7745966692414834,3.0,3.0,0.0,0.391304347826087,4.0,0.4,4.146095868563208,0.7833016444253658,3.0,0.48827169996456515,0.18596875546848946,0.32470644812700206,0.0
modular_two_community,10,modular_two_community_N10_r1_s108589_edge-unweighted,108589,1,3,0.0,near,9,3,0.0,0.5073138249960987,1.518987341772152,0.12171224534274515,0.3709739296611558,3.8084266954945276,2.5765911443944064e-10,4.733233803111105,6.661338147750939e-16,5.551115123125783e-16,-7.390924122400842e-16,10.0,16.0,0.35555555555555557,3.2,1.077032961426901,4.0,5.0,0.5925925925925927,0.6923076923076923,1.0,0.3671875,3.6134754869179373,1.0619736381551559,0.0,0.8666227666533752,0.22098543759478345,0.5073138249960987,0.0
modular_two_community,10,modular_two_community_N10_r1_s108589_edge-unweighted,108589,1,5,0.0,near,9,3,0.0,0.5073138249960987,1.518987341772152,0.12171224534274515,0.3709739296611558,3.8084266954945276,2.5765911443944064e-10,4.733233803111105,6.661338147750939e-16,5.551115123125783e-16,-7.390924122400842e-16,10.0,16.0,0.35555555555555557,3.2,1.077032961426901,4.0,5.0,0.5925925925925927,0.6923076923076923,1.0,0.3671875,3.6134754869179373,1.0619736381551559,0.0,0.8666227666533752,0.22098543759478345,0.5073138249960987,0.0
modular_two_community,10,modular_two_community_N10_r1_s108589_edge-unweighted,108589,1,3,0.4,near,9,3,0.0,0.47087552178439934,1.518987341772152,0.1272258428842642,0.40189863533133613,4.171831697659274,2.5769271640766026e-10,6.513734333823601,5.551115123125783e-16,5.551115123125783e-16,-4.1287866213801343e-16,10.0,16.0,0.35555555555555557,3.2,1.077032961426901,4.0,5.0,0.5925925925925927,0.6923076923076923,1.0,0.3671875,3.6134754869179373,1.0619736381551559,0.0,0.8666227666533752,0.22098543759478345,0.47087552178439934,0.0
modular_two_community,10,modular_two_community_N10_r1_s108589_edge-unweighted,108589,1,5,0.4,near,9,3,0.0,0.4700104509368385,1.518987341772152,0.12630462616834345,0.4036849228948182,3.905257468731164,2.5769413157427237e-10,7.267426486389979,8.881784197001252e-16,8.881784197001252e-16,-5.295629343794515e-16,10.0,16.0,0.35555555555555557,3.2,1.077032961426901,4.0,5.0,0.5925925925925927,0.6923076923076923,1.0,0.3671875,3.6134754869179373,1.0619736381551559,0.0,0.8666227666533752,0.22098543759478345,0.4700104509368385,0.0
modular_two_community,10,modular_two_community_N10_r1_s108589_edge-unweighted,108589,1,3,0.8,near,9,3,0.0,0.4653618142278231,1.7721518987341773,0.13130447059106554,0.40333371518111283,4.0985115648357535,2.577074192206418e-10,3.6752917041878272,1.7763568394002505e-15,1.5543122344752192e-15,-4.63034777295157e-16,10.0,16.0,0.35555555555555557,3.2,1.077032961426901,4.0,5.0,0.5925925925925927,0.6923076923076923,1.0,0.3671875,3.6134754869179373,1.0619736381551559,0.0,0.8666227666533752,0.22098543759478345,0.4653618142278231,0.0
