arrival,coherence,dephasing_over_coupling,disorder_seed,disorder_strength_over_coupling,entropy,family,graph_seed,initial_site,instance_id,loss,n_sites,paper_key,target_style,trap_site
0.5523348181471839,2.581741274254248,0.0,3,0.3,2.0045332629787649e-10,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14293901341293017,8,coates_2023,near,4
0.5442597313471363,2.3800424130027533,0.02,3,0.3,0.774851087603676,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1426658995343674,8,coates_2023,near,4
0.5375846552854389,2.2020206616660656,0.04,3,0.3,1.18677829566746,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1423760659805277,8,coates_2023,near,4
0.532091913759254,2.043999113749847,0.06,3,0.3,1.4525333147519959,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14207396308275574,8,coates_2023,near,4
0.5275974337119521,1.9033120052589172,0.08,3,0.3,1.6319613120286296,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14176330971035564,8,coates_2023,near,4
0.5239455132978129,1.777713343554519,0.1,3,0.3,1.7558203036770397,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14144720341625222,8,coates_2023,near,4
0.5176864236735633,1.5175861383270748,0.15,3,0.3,1.9266440137366692,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14064886499716595,8,coates_2023,near,4
0.5143597073591872,1.3170886984412746,0.2,3,0.3,1.9980083774080586,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13986055419116564,8,coates_2023,near,4
0.5127237250233246,1.0366635008578262,0.3,3,0.3,2.0387936109566276,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.138376278144027,8,coates_2023,near,4
0.5156243707021805,0.7828311464100842,0.45,3,0.3,2.0427039956883855,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13646348150371396,8,coates_2023,near,4
0.5201554745867644,0.6289366956851669,0.6,3,0.3,2.0397422180593305,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13492619344006854,8,coates_2023,near,4
0.5259886675263773,0.5010955756412648,0.8,3,0.3,2.0364692053321862,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1333606429619501,8,coates_2023,near,4
0.5309322991533981,0.4212834103864619,1.0,3,0.3,2.034171731484604,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13222146906249,8,coates_2023,near,4
0.5367555731612853,0.34617431902940415,1.3,3,0.3,2.0322438516059758,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13109225198884947,8,coates_2023,near,4
0.5410314857702798,0.298549188323657,1.6,3,0.3,2.031990108099236,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13046310129926106,8,coates_2023,near,4
0.5689585705244985,2.574770650498395,0.0,5,0.3,2.0040938327395694e-10,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1358684784819353,8,coates_2023,near,4
0.5617255973695119,2.37198060010848,0.02,5,0.3,0.7702082725788046,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1359433704312447,8,coates_2023,near,4
0.5556108551669959,2.1927928777450325,0.04,5,0.3,1.1809212996288392,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13597777013389617,8,coates_2023,near,4
0.5504512270641156,2.034110849063061,0.06,5,0.3,1.446188769956957,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13597816031641846,8,coates_2023,near,4
0.5461076261061982,1.893398599680567,0.08,5,0.3,1.6252522766968003,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13595008110216625,8,coates_2023,near,4
0.5424613906716635,1.7682207440847697,0.1,5,0.3,1.7487299639020149,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13589826581781317,8,coates_2023,near,4
0.5357679065291733,1.5099392376563567,0.15,5,0.3,1.9186362834838402,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13568997893209578,8,coates_2023,near,4
0.5316192703891939,1.3117909887271637,0.2,5,0.3,1.989554169070544,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13540565425918963,8,coates_2023,near,4
0.5279215023857421,1.0337891637495105,0.3,5,0.3,2.031122283833568,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1347287272712289,8,coates_2023,near,4
0.5278474770103644,0.7819561757148564,0.45,5,0.3,2.0375306673756057,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13367316727013126,8,coates_2023,near,4
0.5300411239649714,0.6286449310251977,0.6,5,0.3,2.0363725976088594,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13271955111934014,8,coates_2023,near,4
0.5336676655010848,0.5012107344563083,0.8,5,0.3,2.0344153199392627,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13167601741776483,8,coates_2023,near,4
0.5371229329439587,0.4212707290827086,1.0,5,0.3,2.0328365086438414,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1308836563189311,8,coates_2023,near,4
0.5414968288238847,0.3456739005983194,1.3,5,0.3,2.03153359952139,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.13009236569068644,8,coates_2023,near,4
0.5448371347882559,0.29829532883218995,1.6,5,0.3,2.0316526408717523,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.12968065803907927,8,coates_2023,near,4
0.46957083486325946,2.984948658098161,0.0,3,0.6,2.0042057696101062e-10,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1450332158537261,8,coates_2023,near,4
0.4731649666127228,2.7237399633771875,0.02,3,0.6,0.716922864508446,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14432060020242557,8,coates_2023,near,4
0.4764934143983172,2.4953245643174893,0.04,3,0.6,1.1178043628862426,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14366516759176343,8,coates_2023,near,4
0.47957623026854956,2.2949811293653277,0.06,3,0.6,1.3860728113493965,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14306061112455165,8,coates_2023,near,4
0.48243233315523304,2.118766866352793,0.08,3,0.6,1.5724407071313267,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.1425014376218258,8,coates_2023,near,4
0.4850795161022278,1.9633777152389422,0.1,3,0.6,1.704026940465666,modular_two_community,57250,7,modular_two_community_N8_r0_s57250_edge-unweighted,0.14198285168681388,8,coates_2023,near,4
