family,n_sites,instance_id,graph_seed,realization,disorder_strength_over_coupling,disorder_seed,target_label,trap_site,initial_site,arrival,dephasing_over_coupling,sink_hitting_time_filled,loss_population,mean_coherence_l1,final_entropy,participation_ratio,topology_n_sites,topology_n_edges,topology_density,topology_mean_degree,topology_std_degree,topology_initial_degree,topology_target_degree,topology_target_betweenness,topology_target_closeness,topology_initial_target_distance,topology_modularity_approx,topology_spectral_radius,topology_spectral_gap,topology_spectral_degeneracy_approx,topology_spectral_initial_target_overlap,topology_target_mode_weight_ipr,zero_dephasing_arrival,dephasing_gain
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_6,6,9,0.3246003373602228,0.8,2.9206349206349205,0.12422095980794329,0.8619021389420538,2.2319148958028294,9.126032845807924,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,3.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337008,0.13636363636363646,0.25002919251245914,0.07457114484776367
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_7,7,9,0.418294675736719,1.4,2.1587301587301586,0.11483598937356898,0.5134293480511647,2.1606260855298567,8.011039821134263,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,2.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337012,0.13636363636363633,0.28070854665427464,0.13758612908244439
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_8,8,9,0.5424014720619081,1.4,1.1428571428571428,0.0955204635441648,0.43452425486458546,2.2404473995127288,9.187815717340625,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,1.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439451,0.13636363636363624,0.326936934366406,0.21546453769550217
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_0,0,7,0.3803004907829865,1.4,1.2698412698412698,0.1128494303133788,0.5384223891221412,2.0606922700225514,7.836757203580465,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6035533905932733,0.19823629851053576,0.23329394995730773,0.14700654082567877
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_1,1,7,0.32006748664126117,0.8,2.2857142857142856,0.12312312954288836,0.8598652081069256,2.05976445673213,7.8898365425484815,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.8965353098098596,0.17676370148946385,0.2763150378285711,0.04375244881269008
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_2,2,7,0.302921817135551,0.0,3.6825396825396823,0.12831059663797023,3.37438695126277,2.0043488575889201e-10,4.663429081346723,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053598,0.302921817135551,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_3,3,7,0.661773729949857,0.0,2.2857142857142856,0.09950546952333457,2.6239783954373044,2.004334265200213e-10,4.623295503533394,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,4.0,0.25,2.0,0.0,3.0,0.9999999999999997,0.17676370148946413,0.661773729949857,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_4,4,7,0.30292181713555105,0.0,3.6825396825396823,0.12831059663797026,3.3743869512627716,2.0043004958131614e-10,4.663429081346726,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6035533905932735,0.19823629851053587,0.30292181713555105,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_5,5,7,0.320067486641261,0.8,2.2857142857142856,0.12312312954288829,0.8598652081069253,2.0597644567321294,7.8898365425484815,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.89653530980986,0.17676370148946402,0.2763150378285709,0.04375244881269008
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,3,site_6,6,7,0.3803004907829865,1.4,1.2698412698412698,0.11284943031337887,0.5384223891221416,2.0606922700225514,7.836757203580467,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053587,0.23329394995730804,0.14700654082567846
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_0,0,7,0.3803004907829865,1.4,1.2698412698412698,0.1128494303133788,0.5384223891221412,2.0606922700225514,7.836757203580465,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6035533905932733,0.19823629851053576,0.23329394995730773,0.14700654082567877
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_1,1,7,0.32006748664126117,0.8,2.2857142857142856,0.12312312954288836,0.8598652081069256,2.05976445673213,7.8898365425484815,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.8965353098098596,0.17676370148946385,0.2763150378285711,0.04375244881269008
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_2,2,7,0.302921817135551,0.0,3.6825396825396823,0.12831059663797023,3.37438695126277,2.0043488575889201e-10,4.663429081346723,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053598,0.302921817135551,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_3,3,7,0.661773729949857,0.0,2.2857142857142856,0.09950546952333457,2.6239783954373044,2.004334265200213e-10,4.623295503533394,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,4.0,0.25,2.0,0.0,3.0,0.9999999999999997,0.17676370148946413,0.661773729949857,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_4,4,7,0.30292181713555105,0.0,3.6825396825396823,0.12831059663797026,3.3743869512627716,2.0043004958131614e-10,4.663429081346726,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6035533905932735,0.19823629851053587,0.30292181713555105,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_5,5,7,0.320067486641261,0.8,2.2857142857142856,0.12312312954288829,0.8598652081069253,2.0597644567321294,7.8898365425484815,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.89653530980986,0.17676370148946402,0.2763150378285709,0.04375244881269008
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.0,5,site_6,6,7,0.3803004907829865,1.4,1.2698412698412698,0.11284943031337887,0.5384223891221416,2.0606922700225514,7.836757203580467,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053587,0.23329394995730804,0.14700654082567846
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_0,0,7,0.38372674258075584,1.4,1.2698412698412698,0.11249092567458456,0.5433309148802216,2.0602053726173444,7.830084185459537,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6035533905932733,0.19823629851053576,0.31901688971807735,0.0647098528626785
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_1,1,7,0.3934047623205795,0.0,1.9047619047619047,0.11793081366294572,3.611520467844933,2.004068910668391e-10,4.915517220871198,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.8965353098098596,0.17676370148946385,0.3934047623205795,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_2,2,7,0.2770876147646291,0.8,3.6825396825396823,0.12960051105861595,0.9122076096193464,2.058702029033406,7.874821789557148,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053598,0.21949903958092634,0.05758857518370278
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_3,3,7,0.5024333913150013,0.0,2.2857142857142856,0.10665485495403922,3.3178358873349723,2.0043158529369369e-10,5.583181794384546,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,4.0,0.25,2.0,0.0,3.0,0.9999999999999997,0.17676370148946413,0.5024333913150013,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_4,4,7,0.3024558286574115,0.0,3.6825396825396823,0.1285093068904306,4.015744763350624,2.0042664252064078e-10,4.09831466428511,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6035533905932735,0.19823629851053587,0.3024558286574115,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_5,5,7,0.31417892767988964,0.0,2.0317460317460316,0.12497670313087211,3.894436467173655,2.0040986971343007e-10,5.2000726658135985,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.89653530980986,0.17676370148946402,0.31417892767988964,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_6,6,7,0.3820115251129065,1.4,1.2698412698412698,0.1126654972662407,0.54385123753226,2.0605481998840753,7.834018432445779,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053587,0.25641859443504794,0.12559293067785854
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_0,0,7,0.38366419430163834,1.4,1.2698412698412698,0.11243527107594074,0.5436099860059344,2.0603655454770053,7.8325149933984255,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6035533905932733,0.19823629851053576,0.2644351477309016,0.11922904657073674
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_1,1,7,0.31477253532641186,0.8,2.4126984126984126,0.1236083138013765,0.879747897241137,2.0590121893067828,7.8820101406310386,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.8965353098098596,0.17676370148946385,0.2685010640737932,0.04627147125261866
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_2,2,7,0.2831959146074887,0.0,3.6825396825396823,0.12895887720260604,3.747643331812507,2.0044214607358546e-10,4.776444229448354,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053598,0.2831959146074887,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_3,3,7,0.5868624918133252,0.0,2.2857142857142856,0.10373495783218985,3.0944235630892205,2.004009954403528e-10,4.932605439521231,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,4.0,0.25,2.0,0.0,3.0,0.9999999999999997,0.17676370148946413,0.5868624918133252,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_4,4,7,0.2855515908752652,0.0,3.6825396825396823,0.12889480137812706,3.7888507086861547,2.0038019910224043e-10,5.180960951099322,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,3.0,0.25,2.0,0.0,3.0,0.6035533905932735,0.19823629851053587,0.2855515908752652,0.0
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_5,5,7,0.31839340619262446,0.8,2.4126984126984126,0.12329298345019232,0.8792040164299579,2.059439425256978,7.885015680350859,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,2.0,0.25,2.0,0.0,3.0,0.89653530980986,0.17676370148946402,0.3044575510601914,0.013935855132433062
ring,8,ring_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_6,6,7,0.38239219905121813,1.4,1.2698412698412698,0.1125999833359412,0.5454337248334054,2.060242828333622,7.831009275265196,8.0,8.0,0.2857142857142857,2.0,0.0,2.0,2.0,0.21428571428571427,0.4375,1.0,0.25,2.0,0.0,3.0,0.6736188568636574,0.19823629851053587,0.2617239510322132,0.12066824801900494
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_0,0,9,0.35410358619681687,1.4,1.2698412698412698,0.11396682954735267,0.5996138160604605,2.2834219580680006,9.76954330223972,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.657632912305699,0.1799530459550338,0.24816039567240092,0.10594319052441595
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_1,1,9,0.27847268053415186,0.8,2.4126984126984126,0.12545361472709216,1.002003366850222,2.2849376216252457,9.8605602342476,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233397,0.13069640980130853,0.23664956040471705,0.041823120129434815
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_2,2,9,0.2540846598731722,0.0,2.6666666666666665,0.1306955003841646,4.625876032305273,2.5764756029066147e-10,4.141301638862898,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160996,0.130852604693606,0.2540846598731722,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_3,3,9,0.21583549211163647,0.0,4.444444444444445,0.1353023023506907,4.726873047242124,2.5769324068856435e-10,4.7820754725443875,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365906,0.1292138763345908,0.21583549211163647,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_4,4,9,0.44173027319811925,0.0,2.9206349206349205,0.11242229490417661,3.9001410857146652,2.5768193234923254e-10,4.585136716780749,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,5.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,1.0000000000000002,0.12928406321546104,0.44173027319811925,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_5,5,9,0.2158354921116364,0.0,4.444444444444445,0.13530230235069068,4.726873047242124,2.5766424661790014e-10,4.782075472544379,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.6576329123056991,0.17995304595503378,0.2158354921116364,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_6,6,9,0.2540846598731723,0.0,2.6666666666666665,0.1306955003841647,4.625876032305275,2.5765637880094904e-10,4.141301638862896,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233403,0.1306964098013087,0.2540846598731723,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_7,7,9,0.2784726805341518,0.8,2.4126984126984126,0.12545361472709216,1.0020033668502217,2.2849376216252453,9.860560234247599,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160992,0.13085260469360596,0.23664956040471688,0.041823120129434926
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_8,8,9,0.3541035861968168,1.4,1.2698412698412698,0.11396682954735267,0.5996138160604605,2.2834219580680006,9.769543302239722,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365912,0.12921387633459083,0.24816039567240086,0.10594319052441595
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_0,0,9,0.35410358619681687,1.4,1.2698412698412698,0.11396682954735267,0.5996138160604605,2.2834219580680006,9.76954330223972,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.657632912305699,0.1799530459550338,0.24816039567240092,0.10594319052441595
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_1,1,9,0.27847268053415186,0.8,2.4126984126984126,0.12545361472709216,1.002003366850222,2.2849376216252457,9.8605602342476,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233397,0.13069640980130853,0.23664956040471705,0.041823120129434815
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_2,2,9,0.2540846598731722,0.0,2.6666666666666665,0.1306955003841646,4.625876032305273,2.5764756029066147e-10,4.141301638862898,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160996,0.130852604693606,0.2540846598731722,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_3,3,9,0.21583549211163647,0.0,4.444444444444445,0.1353023023506907,4.726873047242124,2.5769324068856435e-10,4.7820754725443875,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365906,0.1292138763345908,0.21583549211163647,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_4,4,9,0.44173027319811925,0.0,2.9206349206349205,0.11242229490417661,3.9001410857146652,2.5768193234923254e-10,4.585136716780749,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,5.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,1.0000000000000002,0.12928406321546104,0.44173027319811925,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_5,5,9,0.2158354921116364,0.0,4.444444444444445,0.13530230235069068,4.726873047242124,2.5766424661790014e-10,4.782075472544379,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.6576329123056991,0.17995304595503378,0.2158354921116364,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_6,6,9,0.2540846598731723,0.0,2.6666666666666665,0.1306955003841647,4.625876032305275,2.5765637880094904e-10,4.141301638862896,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233403,0.1306964098013087,0.2540846598731723,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_7,7,9,0.2784726805341518,0.8,2.4126984126984126,0.12545361472709216,1.0020033668502217,2.2849376216252453,9.860560234247599,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160992,0.13085260469360596,0.23664956040471688,0.041823120129434926
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_8,8,9,0.3541035861968168,1.4,1.2698412698412698,0.11396682954735267,0.5996138160604605,2.2834219580680006,9.769543302239722,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365912,0.12921387633459083,0.24816039567240086,0.10594319052441595
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_0,0,9,0.3537494363665283,1.4,1.2698412698412698,0.11405258072947108,0.6192151179680113,2.2826197855238113,9.75706217139305,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.657632912305699,0.1799530459550338,0.28159627468066356,0.07215316168586472
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_1,1,9,0.3257216333596739,0.0,2.0317460317460316,0.12167756432339727,4.878026868930526,2.5766681917593874e-10,7.15716390161752,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233397,0.13069640980130853,0.3257216333596739,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_2,2,9,0.22798829223924524,0.8,3.9365079365079363,0.13222440051791798,1.0757965897976742,2.2831929843553764,9.829727544686657,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160996,0.130852604693606,0.19421063824760373,0.03377765399164151
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_3,3,9,0.20895321631652805,0.0,4.698412698412698,0.13523590560276977,5.457810052332791,2.576965990350673e-10,7.638850802857756,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365906,0.1292138763345908,0.20895321631652805,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_4,4,9,0.3398952917125039,0.0,2.9206349206349205,0.12082564983082876,4.844912786018922,2.5773439572530643e-10,6.746721984890057,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,5.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,1.0000000000000002,0.12928406321546104,0.3398952917125039,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_5,5,9,0.19581574017657202,0.8,5.079365079365079,0.13641314644515637,1.0962795816930506,2.2814641455252724,9.81335537702092,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.6576329123056991,0.17995304595503378,0.15259129486665968,0.043224445309912346
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_6,6,9,0.23462458483292614,0.8,3.8095238095238093,0.13145813007571755,1.0684451890789362,2.281873876223587,9.81934175493156,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233403,0.1306964098013087,0.22441223775183747,0.010212347081088674
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_7,7,9,0.277057092073657,0.8,2.4126984126984126,0.12553245386976292,1.0403810500140145,2.2830918290371267,9.839924907906843,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160992,0.13085260469360596,0.25037043048631263,0.02668666158734434
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_8,8,9,0.36935412688816116,0.0,1.1428571428571428,0.11732322064903726,4.715640744749084,2.5772633395712745e-10,7.264642370814994,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365912,0.12921387633459083,0.36935412688816116,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_0,0,9,0.36485307193848415,1.4,1.2698412698412698,0.11274889040135741,0.6135534877885761,2.2825539704944906,9.75266256504193,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,1.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.657632912305699,0.1799530459550338,0.29260341713210125,0.0722496548063829
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_1,1,9,0.3073520218573724,0.0,1.9047619047619047,0.12165698991667193,4.958928387189611,2.5769872531198105e-10,4.589881312655623,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,2.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.9997651145233397,0.13069640980130853,0.3073520218573724,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_2,2,9,0.23286675794318829,0.8,3.8095238095238093,0.13170666603014594,1.0794654485538597,2.2823235516384863,9.825101076018248,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,3.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8454837482160996,0.130852604693606,0.22227820778307153,0.010588550160116755
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_3,3,9,0.20120248219945866,0.8,4.825396825396825,0.1359555376703618,1.1062446733148859,2.281333281831112,9.81781159914683,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.8524693149365906,0.1292138763345908,0.16171401139597968,0.039488470803478976
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_4,4,9,0.33395549579448913,0.0,2.9206349206349205,0.12101103844152729,4.850884332940213,2.576024265387108e-10,5.081871732800689,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,5.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,1.0000000000000002,0.12928406321546104,0.33395549579448913,0.0
ring,10,ring_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_5,5,9,0.1991820667800266,0.8,4.9523809523809526,0.1362833912455894,1.112043409087509,2.2826096996147474,9.82704746031358,10.0,10.0,0.2222222222222222,2.0,0.0,2.0,2.0,0.2222222222222222,0.36,4.0,0.33999999999999997,2.0000000000000004,4.440892098500626e-16,4.0,0.6576329123056991,0.17995304595503378,0.1409989408753219,0.0581831259047047
