family,n_sites,instance_id,graph_seed,realization,disorder_strength_over_coupling,disorder_seed,target_label,trap_site,initial_site,arrival,dephasing_over_coupling,sink_hitting_time_filled,loss_population,mean_coherence_l1,final_entropy,participation_ratio,topology_n_sites,topology_n_edges,topology_density,topology_mean_degree,topology_std_degree,topology_initial_degree,topology_target_degree,topology_target_betweenness,topology_target_closeness,topology_initial_target_distance,topology_modularity_approx,topology_spectral_radius,topology_spectral_gap,topology_spectral_degeneracy_approx,topology_spectral_initial_target_overlap,topology_target_mode_weight_ipr,zero_dephasing_arrival,dephasing_gain
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_1,1,7,0.3251490902179846,0.0,4.19047619047619,0.13148894876931702,3.586534768019156,2.0039432194745433e-10,5.969284991296676,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.2857142857142857,0.3181818181818182,6.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381814,0.16666666666666685,0.3251490902179846,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_2,2,7,0.30140322829660265,0.0,3.5555555555555554,0.1285049693786218,3.4478825781792146,2.004171536141503e-10,5.234259378307576,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.47619047619047616,0.3888888888888889,5.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.7581053617355058,0.1666666666666669,0.30140322829660265,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_3,3,7,0.3554633480058591,0.0,2.9206349206349205,0.12264036431440771,3.2825505929928447,2.0043189672910538e-10,6.251310851563311,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.5714285714285714,0.4375,4.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381817,0.16666666666666702,0.3554633480058591,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_4,4,7,0.3772882963536329,0.0,2.2857142857142856,0.12046944303133712,3.2593117099205076,2.0039802587491934e-10,6.304672134627165,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.5714285714285714,0.4375,3.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381819,0.16666666666666663,0.3772882963536329,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_5,5,7,0.4291470602923303,1.4,2.1587301587301586,0.11346068139719978,0.47042043479054496,2.0405244625171313,7.562404357199324,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.47619047619047616,0.3888888888888889,2.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.7581053617355058,0.16666666666666688,0.2917610404388777,0.1373860198534526
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,3,site_6,6,7,0.5580457572902654,1.4,1.1428571428571428,0.0933319846782999,0.3898524064210387,2.068677650558808,7.915755044133179,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.2857142857142857,0.3181818181818182,1.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381814,0.1666666666666667,0.39413270536363465,0.16391305192663075
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_0,0,7,0.5433949138323162,0.0,4.317460317460317,0.11755188253039789,2.9405992628418827,2.0046547500731e-10,6.5159196940157,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,1.0,0.0,0.25,7.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,1.0000000000000002,0.1666666666666668,0.5433949138323162,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_1,1,7,0.34828529599490654,0.0,4.19047619047619,0.1298567109212199,3.3100621210287793,2.0038969374182107e-10,6.3478548346698584,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.2857142857142857,0.3181818181818182,6.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381814,0.16666666666666685,0.34828529599490654,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_2,2,7,0.3148267713897187,0.0,3.4285714285714284,0.12521209868549016,3.11730806550781,2.0038235356884768e-10,5.4369924776689755,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.47619047619047616,0.3888888888888889,5.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.7581053617355058,0.1666666666666669,0.3148267713897187,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_3,3,7,0.35527165344632833,0.0,2.9206349206349205,0.12236963213364219,3.1355394659525473,2.004226457850126e-10,6.506190517584144,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.5714285714285714,0.4375,4.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381817,0.16666666666666702,0.35527165344632833,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_4,4,7,0.37564634943619035,0.0,2.2857142857142856,0.11865825138321716,3.01519690991412,2.004239236091332e-10,6.75811812666259,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.5714285714285714,0.4375,3.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381819,0.16666666666666663,0.37564634943619035,0.0
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_5,5,7,0.43081992026852833,1.4,2.1587301587301586,0.11316485706132252,0.4651939171651054,2.0467200485215797,7.644912369432217,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.47619047619047616,0.3888888888888889,2.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.7581053617355058,0.16666666666666688,0.3233566365476265,0.10746328372090186
chain,8,chain_N8_r0_s9208_edge-unweighted,9208,0,0.6,5,site_6,6,7,0.5468869382574445,1.4,1.1428571428571428,0.09438774477899053,0.39349803189499166,2.067590574967018,7.902174462155273,8.0,7.0,0.25,1.75,0.4330127018922193,1.0,2.0,0.2857142857142857,0.3181818181818182,1.0,0.35714285714285715,1.879385241571817,2.220446049250313e-16,0.0,0.8620856092381814,0.1666666666666667,0.3261144639782716,0.2207724742791729
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_0,0,9,0.5156434152836606,0.0,5.333333333333333,0.1263350320475096,3.0942667723189468,2.5766703020421425e-10,3.1292820389369242,10.0,9.0,0.2,1.8,0.4,1.0,1.0,0.0,0.2,9.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.9999999999999998,0.13636363636363638,0.5156434152836606,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_1,1,9,0.3270239663039587,0.0,5.333333333333333,0.13716036135223442,3.38171668075059,2.5769269104800724e-10,4.356426280825453,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,8.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439454,0.13636363636363646,0.3270239663039587,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_2,2,9,0.26050306044654026,0.0,4.571428571428571,0.13218730426236822,3.214262348276806,2.577195884542426e-10,3.724060874675704,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,7.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.841197237133701,0.13636363636363646,0.26050306044654026,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_3,3,9,0.3027006751895762,0.0,3.9365079365079363,0.12931306023109954,3.2371081936580817,2.5769168455320953e-10,4.157897859467438,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,6.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337011,0.13636363636363616,0.3027006751895762,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_4,4,9,0.28994932208891655,0.0,3.4285714285714284,0.1272628081635162,3.2169789727118867,2.577018901595164e-10,4.33604401258701,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,5.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363652,0.28994932208891655,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_5,5,9,0.2617696405049651,0.8,3.6825396825396823,0.13055231540699522,0.8003577355638234,2.2382133651414486,9.23304740404005,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,4.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363663,0.26146421673043324,0.00030542377453185443
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_6,6,9,0.3385594948826278,0.8,2.7936507936507935,0.1223717834005722,0.7711683705086745,2.26674209674784,9.651152727552056,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,3.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337008,0.13636363636363646,0.27551205586282274,0.06304743901980508
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_7,7,9,0.4322751514275042,1.4,2.0317460317460316,0.11290943456127604,0.48051187232776327,2.206678426692492,8.638143092280647,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,2.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337012,0.13636363636363633,0.27610192369499714,0.15617322773250708
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,3,site_8,8,9,0.543602213079271,1.4,1.1428571428571428,0.09463368201401691,0.4091049639893536,2.259154523938274,9.444380039695462,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,1.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439451,0.13636363636363624,0.2903196671137197,0.25328254596555133
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_0,0,9,0.5156434152836606,0.0,5.333333333333333,0.1263350320475096,3.0942667723189468,2.5766703020421425e-10,3.1292820389369242,10.0,9.0,0.2,1.8,0.4,1.0,1.0,0.0,0.2,9.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.9999999999999998,0.13636363636363638,0.5156434152836606,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_1,1,9,0.3270239663039587,0.0,5.333333333333333,0.13716036135223442,3.38171668075059,2.5769269104800724e-10,4.356426280825453,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,8.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439454,0.13636363636363646,0.3270239663039587,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_2,2,9,0.26050306044654026,0.0,4.571428571428571,0.13218730426236822,3.214262348276806,2.577195884542426e-10,3.724060874675704,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,7.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.841197237133701,0.13636363636363646,0.26050306044654026,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_3,3,9,0.3027006751895762,0.0,3.9365079365079363,0.12931306023109954,3.2371081936580817,2.5769168455320953e-10,4.157897859467438,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,6.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337011,0.13636363636363616,0.3027006751895762,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_4,4,9,0.28994932208891655,0.0,3.4285714285714284,0.1272628081635162,3.2169789727118867,2.577018901595164e-10,4.33604401258701,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,5.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363652,0.28994932208891655,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_5,5,9,0.2617696405049651,0.8,3.6825396825396823,0.13055231540699522,0.8003577355638234,2.2382133651414486,9.23304740404005,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,4.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363663,0.26146421673043324,0.00030542377453185443
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_6,6,9,0.3385594948826278,0.8,2.7936507936507935,0.1223717834005722,0.7711683705086745,2.26674209674784,9.651152727552056,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,3.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337008,0.13636363636363646,0.27551205586282274,0.06304743901980508
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_7,7,9,0.4322751514275042,1.4,2.0317460317460316,0.11290943456127604,0.48051187232776327,2.206678426692492,8.638143092280647,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,2.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337012,0.13636363636363633,0.27610192369499714,0.15617322773250708
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.0,5,site_8,8,9,0.543602213079271,1.4,1.1428571428571428,0.09463368201401691,0.4091049639893536,2.259154523938274,9.444380039695462,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,1.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439451,0.13636363636363624,0.2903196671137197,0.25328254596555133
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_0,0,9,0.3345252262336756,0.0,5.4603174603174605,0.13345696149241623,4.524333603502569,2.576783144796359e-10,6.83802645085821,10.0,9.0,0.2,1.8,0.4,1.0,1.0,0.0,0.2,9.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.9999999999999998,0.13636363636363638,0.3345252262336756,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_1,1,9,0.23406100609877006,0.0,5.587301587301587,0.13850469282467812,4.74015052475243,2.5767319785278356e-10,6.9519851438901,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,8.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439454,0.13636363636363646,0.23406100609877006,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_2,2,9,0.2558342153231232,0.0,4.825396825396825,0.135541459829806,4.563164371458635,2.5769235931245635e-10,6.83886130606191,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,7.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.841197237133701,0.13636363636363646,0.2558342153231232,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_3,3,9,0.2708171274892527,0.0,4.19047619047619,0.13243564055967447,4.4844128982896745,2.576402572936516e-10,6.376018328099552,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,6.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337011,0.13636363636363616,0.2708171274892527,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_4,4,9,0.25570128901746386,0.0,3.5555555555555554,0.13048820186552745,4.4060358071118335,2.576640204941697e-10,7.23199619093191,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,5.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363652,0.25570128901746386,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_5,5,9,0.2621079244489581,0.0,2.9206349206349205,0.1273157123557552,4.201045810148382,2.5768493449773727e-10,6.6021106964194525,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,4.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363663,0.2621079244489581,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_6,6,9,0.33608939844339664,0.8,2.7936507936507935,0.12289960113488473,0.8284463154267276,2.239306542665952,9.23781430816762,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,3.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337008,0.13636363636363646,0.30215169045309825,0.03393770799029838
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_7,7,9,0.4340411531536424,1.4,2.1587301587301586,0.11303319229773574,0.4958280915286949,2.181249917428385,8.299963620430974,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,2.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337012,0.13636363636363633,0.32734525521883406,0.10669589793480833
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,3,site_8,8,9,0.5537553933747905,1.4,1.1428571428571428,0.09383023140789097,0.4246053598953067,2.2452464450956353,9.24559024980361,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,1.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439451,0.13636363636363624,0.3514914238480918,0.20226396952669873
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_0,0,9,0.35601065358341855,0.0,5.4603174603174605,0.13398413884807703,4.595198786302852,2.5766395962082545e-10,6.300083861942413,10.0,9.0,0.2,1.8,0.4,1.0,1.0,0.0,0.2,9.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.9999999999999998,0.13636363636363638,0.35601065358341855,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_1,1,9,0.1681923837621219,0.0,6.857142857142857,0.14110697125941432,4.86458048696795,2.577052517715953e-10,6.399959736564231,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.2222222222222222,0.24324324324324326,8.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439454,0.13636363636363646,0.1681923837621219,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_2,2,9,0.23500135607101016,0.0,4.9523809523809526,0.1357662655402632,4.588150865454364,2.576797021009055e-10,6.148548690507457,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.38888888888888884,0.2903225806451613,7.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.841197237133701,0.13636363636363646,0.23500135607101016,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_3,3,9,0.32635817973407977,0.0,4.19047619047619,0.13127154348069697,4.508670593003832,2.5768901559111787e-10,7.221571347024265,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5,0.3333333333333333,6.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8411972371337011,0.13636363636363616,0.32635817973407977,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_4,4,9,0.21742136874911555,0.0,3.6825396825396823,0.13225931241883154,4.466649761762703,2.576643757362e-10,6.677332769441457,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,5.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363652,0.21742136874911555,0.0
chain,10,chain_N10_r0_s9210_edge-unweighted,9210,0,0.6,5,site_5,5,9,0.30681661254155596,0.0,2.9206349206349205,0.12203831438737248,4.051504170412988,2.5764491784446684e-10,6.1242497554091395,10.0,9.0,0.2,1.8,0.4,1.0,2.0,0.5555555555555556,0.36,4.0,0.4259259259259259,1.918985947228995,2.220446049250313e-16,0.0,0.8576277664439456,0.13636363636363663,0.30681661254155596,0.0
