disorder_strength_over_coupling,dephasing_over_coupling,arrival_n,arrival_mean,arrival_std,arrival_sem,arrival_ci95_low,arrival_ci95_high,gain_vs_zero_dephasing_n,gain_vs_zero_dephasing_mean,gain_vs_zero_dephasing_std,gain_vs_zero_dephasing_sem,gain_vs_zero_dephasing_ci95_low,gain_vs_zero_dephasing_ci95_high,loss_population_n,loss_population_mean,loss_population_std,loss_population_sem,loss_population_ci95_low,loss_population_ci95_high,network_population_n,network_population_mean,network_population_std,network_population_sem,network_population_ci95_low,network_population_ci95_high,mean_coherence_l1_n,mean_coherence_l1_mean,mean_coherence_l1_std,mean_coherence_l1_sem,mean_coherence_l1_ci95_low,mean_coherence_l1_ci95_high,final_purity_n,final_purity_mean,final_purity_std,final_purity_sem,final_purity_ci95_low,final_purity_ci95_high,final_entropy_n,final_entropy_mean,final_entropy_std,final_entropy_sem,final_entropy_ci95_low,final_entropy_ci95_high,population_shannon_entropy_n,population_shannon_entropy_mean,population_shannon_entropy_std,population_shannon_entropy_sem,population_shannon_entropy_ci95_low,population_shannon_entropy_ci95_high,participation_ratio_n,participation_ratio_mean,participation_ratio_std,participation_ratio_sem,participation_ratio_ci95_low,participation_ratio_ci95_high,ipr_n,ipr_mean,ipr_std,ipr_sem,ipr_ci95_low,ipr_ci95_high,sink_hitting_time_filled_n,sink_hitting_time_filled_mean,sink_hitting_time_filled_std,sink_hitting_time_filled_sem,sink_hitting_time_filled_ci95_low,sink_hitting_time_filled_ci95_high
0.5,0.0,144,0.39085693390318865,0.1406915884899011,0.011724299040825092,0.36787730778317146,0.41383656002320585,144,0.0,0.0,0.0,0.0,0.0,144,0.2022251085217818,0.027544018493722983,0.0022953348744769154,0.19772625216780704,0.20672396487575656,144,0.40691795757502963,0.11365648110638606,0.009471373425532172,0.38835406566098657,0.4254818494890727,144,3.737864634170373,0.838795175592657,0.06989959796605476,3.600861422156906,3.8748678461838404,144,1.0000000000000002,3.258366790104139e-15,2.715305658420116e-16,0.9999999999999997,1.0000000000000007,144,2.576775131505678e-10,4.692254046076962e-11,3.910211705064135e-12,2.500134982086421e-10,2.653415280924935e-10,144,1.6715974705509224,0.317089496727447,0.02642412472728725,1.6198061860854394,1.7233887550164055,144,4.387480945829272,1.6753661413538292,0.1396138451128191,4.113837809408146,4.661124082250398,144,0.26509488821282473,0.10656742271786109,0.008880618559821757,0.24768887583557408,0.2825009005900754,144,2.7292250233426705,1.3446393437472137,0.11205327864560115,2.5096005971972923,2.9488494494880486
0.5,0.4,144,0.46216279331840965,0.0653941340857319,0.005449511173810991,0.4514817514177401,0.4728438352190792,144,0.07130585941522107,0.0960575271642446,0.008004793930353716,0.05561646331172779,0.08699525551871434,144,0.19307437454420295,0.014605254788030961,0.0012171045656692468,0.19068884959549123,0.19545989949291467,144,0.34476283213738723,0.05133899192995971,0.004278249327496642,0.3363774634554938,0.35314820081928067,144,1.0263955186840765,0.1678562879050401,0.013988023992086674,0.9989789916595866,1.0538120457085665,144,0.11279618659096241,0.019738549044443044,0.0016448790870369203,0.10957222358037005,0.11602014960155477,144,2.2374742086563026,0.16891931681942482,0.014076609734952068,2.2098840535757964,2.265064363736809,144,2.2611539195763397,0.16450869710399063,0.013709058091999219,2.234284165716021,2.2880236734366584,144,9.512293979884937,1.6276909721279755,0.13564091434399797,9.2464377877707,9.778150171999174,144,0.10818635387813717,0.018155703736858177,0.001512975311404848,0.10522092226778366,0.11115178548849068,144,2.283846872082166,0.6779774994841109,0.05649812495700924,2.173110547166428,2.394583196997904
0.5,0.6,144,0.47032852237802114,0.055464982251355446,0.00462208185427962,0.46126924194363306,0.4793878028124092,144,0.07947158847483249,0.11087416382924557,0.009239513652437132,0.06136214171605571,0.09758103523360927,144,0.19167337563338172,0.012410628607959058,0.001034219050663255,0.18964630629408175,0.19370044497268168,144,0.33799810198859703,0.0436548187437358,0.0036379015619779835,0.3308678149271202,0.34512838905007387,144,0.7752280090165241,0.12041853341971163,0.010034877784975969,0.7555596485579712,0.794896369475077,144,0.10955832842112392,0.01894216411137838,0.0015785136759481984,0.10646444161626545,0.1126522152259824,144,2.253373490825907,0.16840199023633656,0.01403349918636138,2.2258678324206387,2.280879149231175,144,2.2680060173173824,0.16550141473166977,0.01379178456097248,2.2409741195778765,2.2950379150568883,144,9.626803855901555,1.6082257854639128,0.13401881545532607,9.364126977609116,9.889480734193993,144,0.10683055471763886,0.0179653825725554,0.0014971152143796167,0.10389620889745481,0.10976490053782291,144,2.212885154061625,0.5630502064812822,0.046920850540106855,2.1209202870030155,2.304850021120234
0.5,0.8,144,0.4745399578284643,0.05000919634391363,0.00416743302865947,0.46637178909229177,0.48270812656463685,144,0.08368302392527556,0.12089975496592728,0.01007497958049394,0.06393606394750743,0.10342998390304368,144,0.19087212180844937,0.011312751228011888,0.0009427292690009907,0.18902437244120743,0.1927198711756913,144,0.33458792036308643,0.03933260886444274,0.003277717405370228,0.3281635942485608,0.3410122464776121,144,0.6346290006239759,0.09621561837175928,0.008017968197646606,0.6189137829565885,0.6503442182913632,144,0.1084363935234788,0.018803455502948353,0.001566954625245696,0.10536516245799724,0.11150762458896035,144,2.2594581700684033,0.1690757748241466,0.014089647902012217,2.2318424601804594,2.2870738799563473,144,2.2702372831122872,0.16686353372853857,0.013905294477378214,2.2429829059366257,2.2974916602879487,144,9.663882414810542,1.613268399959935,0.1344390333299946,9.400381909483754,9.927382920137331,144,0.10644877220342057,0.0180762377261329,0.0015063531438444082,0.10349632004148553,0.10940122436535561,144,2.168067226890756,0.49723497856741566,0.0414362482139513,2.0868521803914115,2.249282273390101
0.5,1.0,144,0.47683580128132064,0.04714167440152567,0.003928472866793806,0.4691359944624048,0.4845356081002365,144,0.08597886737813204,0.12851686507331286,0.010709738756109406,0.0649877794161576,0.10696995534010648,144,0.1903858357003173,0.01088469193475418,0.000907057661229515,0.18860800268430747,0.19216366871632715,144,0.33277836301836206,0.03691750554760481,0.0030764587956337345,0.32674850377891995,0.33880822225780416,144,0.5437692971799007,0.08135453270832707,0.0067795443923605895,0.530481390170874,0.5570572041889275,144,0.10791618067151298,0.0188551863657981,0.001571265530483175,0.10483650023176597,0.11099586111126,144,2.2624600652326725,0.17007585780436726,0.01417298815036394,2.2346810084579594,2.2902391220073857,144,2.2710714274065897,0.16823314368894612,0.014019428640745511,2.2435933472707283,2.298549507542451,144,9.679593850818968,1.6282204908808566,0.13568504090673805,9.413651170641762,9.945536530996174,144,0.10633575021586984,0.01826652152014938,0.0015222101266791149,0.10335221836757878,0.1093192820641609,144,2.1456582633053216,0.4627321307173696,0.03856101089311414,2.070078681954818,2.221237844655825
0.5,1.2,144,0.4780517554136298,0.04597970008872039,0.0038316416740600324,0.47054173773247215,0.4855617730947875,144,0.0871948215104412,0.13471409343829827,0.011226174453191523,0.0651915195821858,0.10919812343869659,144,0.19008625034132404,0.010872908458082147,0.000906075704840179,0.18831034195983729,0.1918621587228108,144,0.33186199424504603,0.03577148005409818,0.0029809566711748482,0.32601931916954335,0.3377046693205487,144,0.47968342058643276,0.07117610119381249,0.005931341766151041,0.4680579907247767,0.4913088504480888,144,0.1076579336390384,0.018980733753759426,0.0015817278128132854,0.10455774712592436,0.11075812015215244,144,2.2640603708946725,0.17112385994728355,0.01426032166227363,2.236110140436616,2.292010601352729,144,2.271272310600691,0.16950904578217904,0.014125753815181587,2.243585833122935,2.2989587880784472,144,9.685672488334363,1.6461586256300564,0.13717988546917137,9.416799912814788,9.954545063853939,144,0.10633847324329608,0.018479801279465035,0.0015399834399554195,0.10332010570098346,0.1093568407856087,144,2.132586367880485,0.4388202252535919,0.03656835210446599,2.0609123977557315,2.2042603380052386
0.5,1.4,144,0.4785921186708296,0.045991545306036045,0.0038326287755030036,0.47108016627084376,0.4861040710708155,144,0.08773518476764093,0.13997610490824827,0.01166467540902069,0.06487242096596038,0.11059794856932148,144,0.18990801418629713,0.011112061404871847,0.0009260051170726539,0.18809304415683473,0.19172298421575953,144,0.3314998671428734,0.035526275887077824,0.0029605229905898187,0.32569724208131734,0.3373024922044294,144,0.43178460373868294,0.06375006245208273,0.005312505204340227,0.4213720935381761,0.44219711393918976,144,0.10754147555215095,0.019137885081642426,0.0015948237568035354,0.10441562098881602,0.11066733011548588,144,2.2648881683551916,0.1721419953581846,0.014345166279848718,2.236771642446688,2.2930046942636952,144,2.2711196260474167,0.1706852436214478,0.014223770301787316,2.2432410362559136,2.2989982158389197,144,9.686155651418208,1.6643331014173317,0.13869442511811098,9.41431457818671,9.957996724649705,144,0.10640439702277095,0.01869795899056699,0.0015581632492139158,0.10335039705431168,0.10945839699123022,144,2.126050420168067,0.4281339262778036,0.03567782718981697,2.0561218788760254,2.195978961460108
0.5,1.6,144,0.47867784463634444,0.04680905133817707,0.003900754278181422,0.47103236625110884,0.48632332302158005,144,0.08782091073315569,0.14457170523099458,0.012047642102582882,0.06420753221209324,0.11143428925421814,144,0.1898145498764772,0.011493965109130044,0.000957830425760837,0.18793720224198596,0.19169189751096843,144,0.33150760548717834,0.0359275763130227,0.002993964692751892,0.3256394346893846,0.33737577628497206,144,0.39443831582545125,0.05807967124222357,0.004839972603518631,0.3849519695225547,0.40392466212834777,144,0.10751135135286713,0.01930966427983815,0.0016091386899865126,0.10435743952049356,0.1106652631852407,144,2.2652414347275487,0.17311530676275835,0.014426275563563197,2.236965934622965,2.2935169348321325,144,2.270746795478706,0.1717781502983226,0.01431484585819355,2.2426896975966466,2.2988038933607653,144,9.683012039602367,1.681781009828892,0.140148417485741,9.408321141330315,9.95770293787442,144,0.10650924289616856,0.018915163366824413,0.0015762636139020345,0.10341976621292057,0.10959871957941655,144,2.1260504201680672,0.41978474610864663,0.03498206217572055,2.057485578303655,2.1946152620324795
0.5,2.0,144,0.4779644793127465,0.04987251748143515,0.004156043123452929,0.46981863479077873,0.48611032383471425,144,0.08710754540955785,0.15236190045624798,0.012696825038020665,0.062221768335037356,0.11199332248407835,144,0.1898018365350062,0.012436113516166887,0.0010363427930139074,0.18777060466069895,0.19183306840931347,144,0.3322336841522472,0.03796109460479871,0.0031634245503998925,0.3260333720334634,0.338433996271031,144,0.3396415639059413,0.04988729127538011,0.004157274272948343,0.3314933063309625,0.3477898214809201,144,0.10760269359594875,0.019671552632258223,0.0016392960526881854,0.1043896733326799,0.1108157138592176,144,2.26510784034261,0.1749404655471889,0.014578372128932407,2.2365342309699026,2.2936814497153177,144,2.269608042715956,0.17378013178793228,0.014481677648994357,2.241223954523927,2.2979921309079847,144,9.670053338332508,1.713719044039761,0.14280992033664675,9.390145894472681,9.949960782192335,144,0.1067874984192925,0.019341400856252324,0.0016117834046876936,0.10362840294610462,0.10994659389248038,144,2.1400560224089635,0.437056148939174,0.036421345744931166,2.0686701847488984,2.2114418600690287
0.55,0.0,144,0.3919813822480498,0.13024584058098904,0.010853820048415752,0.3707078949531549,0.41325486954294466,144,0.0,0.0,0.0,0.0,0.0,144,0.202659474969578,0.025161754779058004,0.0020968128982548338,0.19854972168899854,0.20676922825015748,144,0.4053591427823722,0.10580148990621037,0.00881679082551753,0.3880782327643578,0.4226400528003865,144,3.753333402677683,0.8008165989174476,0.06673471657645397,3.622533358187833,3.8841334471675326,144,0.9999999999999996,2.993919289030051e-15,2.494932740858376e-16,0.9999999999999991,1.0,144,2.5768390912526496e-10,4.692094597808725e-11,3.910078831507271e-12,2.5002015461551073e-10,2.653476636350192e-10,144,1.6826597070268354,0.3196255290727915,0.02663546075606596,1.6304542039449461,1.7348652101087247,144,4.4431015674797685,1.6976642835103695,0.1414720236258641,4.165816401173075,4.720386733786462,144,0.2614286899667302,0.10498417355406257,0.008748681129505215,0.24428127495289997,0.2785761049805604,144,2.695611577964519,1.4115367796923382,0.11762806497436151,2.4650605706147704,2.9261625853142674
