family,n_sites,target_style,disorder_strength_over_coupling,dephasing_over_coupling,arrival_quantum,arrival_classical,arrival_delta_quantum_minus_classical,quantum_hitting_time,classical_hitting_time,quantum_loss,classical_loss,comparison_label
ring,8,near,0.0,1.4,0.4759183105270707,0.4842096382115855,-0.008291327684514849,1.2121212121212122,1.3333333333333335,0.14791127842304636,0.1437204098627699,classical_explains
ring,8,near,0.0,1.4,0.4759183105270707,0.4842096382115855,-0.008291327684514849,1.2121212121212122,1.3333333333333335,0.14791127842304636,0.1437204098627699,classical_explains
ring,8,near,0.0,1.4,0.4759183105270707,0.4842096382115855,-0.008291327684514849,1.2121212121212122,1.3333333333333335,0.14791127842304636,0.1437204098627699,classical_explains
ring,8,near,0.0,1.4,0.4759183105270707,0.4842096382115855,-0.008291327684514849,1.2121212121212122,1.3333333333333335,0.14791127842304636,0.1437204098627699,classical_explains
ring,8,near,0.3,0.8,0.47793429085046585,0.4842096382115855,-0.006275347361119676,1.2121212121212122,1.3333333333333335,0.148546096938097,0.1437204098627699,classical_explains
ring,8,near,0.3,0.8,0.4773816598350454,0.4842096382115855,-0.006827978376540145,1.2121212121212122,1.3333333333333335,0.1487952973729005,0.1437204098627699,classical_explains
ring,8,near,0.3,1.4,0.4760319503261042,0.4842096382115855,-0.008177687885481344,1.2121212121212122,1.3333333333333335,0.14789092521542385,0.1437204098627699,classical_explains
ring,8,near,0.3,1.4,0.47588599599640263,0.4842096382115855,-0.008323642215182891,1.2121212121212122,1.3333333333333335,0.14788136039982946,0.1437204098627699,classical_explains
ring,8,near,0.6,0.8,0.4799497345057695,0.4842096382115855,-0.004259903705816026,1.2121212121212122,1.3333333333333335,0.14837026217694455,0.1437204098627699,classical_explains
ring,8,near,0.6,0.8,0.4825587050180514,0.4842096382115855,-0.0016509331935340987,1.2121212121212122,1.3333333333333335,0.14756375004690225,0.1437204098627699,classical_explains
ring,8,near,0.6,0.8,0.4821683541865034,0.4842096382115855,-0.002041284025082135,1.2121212121212122,1.3333333333333335,0.14755265776556645,0.1437204098627699,classical_explains
ring,8,near,0.6,1.4,0.4747615543392619,0.4842096382115855,-0.009448083872323598,1.2121212121212122,1.3333333333333335,0.14794696471587143,0.1437204098627699,classical_explains
ring,8,near,0.9,0.8,0.4870400588479734,0.4842096382115855,0.002830420636387887,1.2121212121212122,1.3333333333333335,0.1466151984958544,0.1437204098627699,classical_explains
ring,8,near,0.9,0.1,0.5115187616361191,0.4842096382115855,0.027309123424533566,1.0909090909090908,1.3333333333333335,0.14256168521566503,0.1437204098627699,classical_explains
ring,8,near,0.9,1.4,0.46395013223145126,0.4842096382115855,-0.020259505980134263,1.3333333333333335,1.3333333333333335,0.1502904785287671,0.1437204098627699,classical_explains
ring,8,near,0.9,1.4,0.46187303872992486,0.4842096382115855,-0.02233659948166067,1.3333333333333335,1.3333333333333335,0.14992005645566409,0.1437204098627699,classical_explains
ring,8,far,0.0,0.0,0.7110292383192733,0.23514051899867913,0.4758887193205942,2.303030303030303,6.787878787878788,0.11622104475597261,0.19273891193256126,quantum_advantage_like
ring,8,far,0.0,0.0,0.7110292383192733,0.23514051899867913,0.4758887193205942,2.303030303030303,6.787878787878788,0.11622104475597261,0.19273891193256126,quantum_advantage_like
ring,8,far,0.0,0.0,0.7110292383192733,0.23514051899867913,0.4758887193205942,2.303030303030303,6.787878787878788,0.11622104475597261,0.19273891193256126,quantum_advantage_like
ring,8,far,0.0,0.0,0.7110292383192733,0.23514051899867913,0.4758887193205942,2.303030303030303,6.787878787878788,0.11622104475597261,0.19273891193256126,quantum_advantage_like
ring,8,far,0.3,0.0,0.6558865113428398,0.23514051899867913,0.42074599234416066,2.303030303030303,6.787878787878788,0.12305894130325011,0.19273891193256126,quantum_advantage_like
