family,n_sites,n_edges,density,arrival,final_msd,final_front_width,participation_ratio,ipr,msd_exponent,max_trace_deviation,max_population_closure_error,min_state_eigenvalue
sierpinski_gasket,8,7,0.25,0.2965550300499754,0.3214986686441742,0.40154330777069674,3.972281208924977,0.2517445133927543,0.48487812723912777,6.661338147750939e-16,6.661338147750939e-16,-6.422466866833688e-16
sierpinski_gasket,13,12,0.15384615384615385,0.09076474912400777,0.0737582108192633,0.2593079119125714,1.5762492495072788,0.6344174313247672,0.7334327851991631,3.1086244689504383e-15,3.1086244689504383e-15,-4.620666779216064e-16
sierpinski_gasket,20,19,0.1,0.012461982672743718,0.3022873563904236,0.3112188254353054,5.159861477045258,0.19380365237491606,1.026527220296231,2.886579864025407e-15,2.886579864025407e-15,-4.870589368025387e-16
sierpinski_gasket,27,26,0.07407407407407407,0.018841922869851407,0.21962698611328618,0.36788226709964905,5.971333192294692,0.1674667897096051,1.0502041632194854,6.661338147750939e-16,7.771561172376096e-16,-6.702399281687836e-16
sierpinski_carpet_like,8,8,0.2857142857142857,0.7110292383192762,0.640512415759442,0.5442150884696548,3.1329018862006515,0.3191928877200572,0.32880724974104936,1.5543122344752192e-15,1.5543122344752192e-15,-3.8216953419656172e-16
sierpinski_carpet_like,13,15,0.19230769230769232,0.0869447509399268,0.4418773170804218,0.3722980822675887,6.598536957119927,0.15154874580508093,0.6120976105984115,1.9984014443252818e-15,1.9984014443252818e-15,-1.0135345522760135e-15
sierpinski_carpet_like,20,24,0.12631578947368421,0.13163877289371556,0.16987901355563242,0.38355473172510485,3.440249155997985,0.2906766209815141,0.8828357529996536,1.1102230246251565e-15,1.1102230246251565e-15,-6.457601406323197e-16
sierpinski_carpet_like,27,33,0.09401709401709402,0.026748033583919334,0.22662269971691298,0.3921787211444351,11.793334292597955,0.0847936618423211,0.885728793360603,4.6629367034256575e-15,4.884981308350689e-15,-1.6247035877872297e-15
square_lattice_2d,8,10,0.35714285714285715,0.3664281113014683,3.2476864057275745,1.1227538426469026,4.271660917239642,0.23410097837217902,0.2951004760119785,7.771561172376096e-16,7.771561172376096e-16,-3.89181295922171e-16
square_lattice_2d,13,18,0.23076923076923078,0.5372073545452497,6.536826324007,1.1864102726550132,4.272784073255469,0.2340394419318484,0.7582069050935432,1.3322676295501878e-15,1.3322676295501878e-15,-5.796060550813825e-16
square_lattice_2d,20,31,0.1631578947368421,0.4734367578258732,8.261850620620333,1.7672547022420315,7.3158350073212235,0.13668979672166792,0.6124749450933369,1.9984014443252818e-15,1.9984014443252818e-15,-7.807023537937163e-16
square_lattice_2d,27,43,0.1225071225071225,0.11886884765844673,5.264683415009023,1.883375589189394,6.708559332986613,0.14906330112978305,0.6495297819183318,2.7755575615628914e-15,2.7755575615628914e-15,-1.2820156843746335e-15
