group_level,campaign_id,family,arrival_n,arrival_mean,arrival_std,arrival_sem,arrival_ci95_low,arrival_ci95_high,gain_n,gain_mean,gain_std,gain_sem,gain_ci95_low,gain_ci95_high,entropy_n,entropy_mean,entropy_std,entropy_sem,entropy_ci95_low,entropy_ci95_high,purity_n,purity_mean,purity_std,purity_sem,purity_ci95_low,purity_ci95_high,shannon_entropy_n,shannon_entropy_mean,shannon_entropy_std,shannon_entropy_sem,shannon_entropy_ci95_low,shannon_entropy_ci95_high,coherence_n,coherence_mean,coherence_std,coherence_sem,coherence_ci95_low,coherence_ci95_high,participation_ratio_n,participation_ratio_mean,participation_ratio_std,participation_ratio_sem,participation_ratio_ci95_low,participation_ratio_ci95_high,ipr_n,ipr_mean,ipr_std,ipr_sem,ipr_ci95_low,ipr_ci95_high,msd_n,msd_mean,msd_std,msd_sem,msd_ci95_low,msd_ci95_high,front_width_n,front_width_mean,front_width_std,front_width_sem,front_width_ci95_low,front_width_ci95_high,quantum_minus_classical_n,quantum_minus_classical_mean,quantum_minus_classical_std,quantum_minus_classical_sem,quantum_minus_classical_ci95_low,quantum_minus_classical_ci95_high,classical_arrival_n,classical_arrival_mean,classical_arrival_std,classical_arrival_sem,classical_arrival_ci95_low,classical_arrival_ci95_high,sink_hitting_time_n,sink_hitting_time_mean,sink_hitting_time_std,sink_hitting_time_sem,sink_hitting_time_ci95_low,sink_hitting_time_ci95_high,target_style,n_sites,regime_label
campaign_family,dynamic_network_atlas,chain,19,0.41717836210833564,0.0845449099220469,0.019395932554786926,0.37916233430095325,0.45519438991571803,11,0.02149984291383225,0.021568957091902787,0.0065032852539197,0.00875340381614964,0.03424628201151486,9,0.5725264785776432,0.573918008582825,0.19130600286094168,0.19756671297019746,0.9474862441850889,9,0.7311821341134189,0.2696111120061713,0.08987037066872378,0.5550362076027203,0.9073280606241175,8,1.2943248272764039,0.31419689853968935,0.11108537879259799,1.0765974848429118,1.5120521697098959,9,1.8361971340507246,0.5459852178608251,0.18199507262027503,1.4794867917149856,2.1929074763864635,9,3.132948076797596,0.9281457720995702,0.30938192403319004,2.5265595056925436,3.7393366479026486,9,0.3560926432932939,0.12514507307499198,0.04171502435833066,0.2743311955509658,0.43785409103562195,8,15.038130822703987,1.5670944295659426,0.5540515489528712,13.95218978675636,16.124071858651615,8,1.2249167672688683,0.19129895463013452,0.0676343940264329,1.0923533549770599,1.3574801795606768,16,0.11151940410906509,0.371716590524513,0.09292914763112825,-0.07062172524794628,0.29366053346607646,16,0.30565895799927056,0.29652555874429026,0.07413138968607257,0.16036143421456833,0.4509564817839728,11,2.101063829787234,1.1177808967288252,0.33702362111604645,1.440497532399783,2.761630127174685,,,
campaign_family,dynamic_network_atlas,random_geometric,19,0.23413331088245173,0.03528479711005063,0.00809488762347614,0.2182673311404385,0.24999929062446496,11,0.006773188070018405,0.006704787652179811,0.002021569540117122,0.0028109117713888453,0.010735464368647963,9,1.0267591423660818,0.5929456582699911,0.1976485527566637,0.6393679789630209,1.4141503057691427,9,0.5182991138741192,0.27815425832929125,0.09271808610976374,0.3365716650989823,0.7000265626492561,8,1.681915420857479,0.052662189511249534,0.01861889565776781,1.645422385368254,1.718408456346704,9,2.4895636826505982,0.44501999135709347,0.14833999711903115,2.198817288297297,2.7803100770038993,9,4.943725007293418,0.36769724783367463,0.12256574927789154,4.703496138708751,5.183953875878085,9,0.2033960381771434,0.015064279389480266,0.005021426463160088,0.19355404230934964,0.21323803404493719,8,0.4463335598784688,0.057132054775882374,0.020199231677573853,0.406743065790424,0.48592405396651356,8,0.3507786335039059,0.03247595679069849,0.011481984636112105,0.3282739436171262,0.37328332339068565,16,-0.010721254582978852,0.0993488143383335,0.024837203584583373,-0.059402173608762265,0.03795966444280456,16,0.24485456546543058,0.13279869303954425,0.03319967325988606,0.1797832058760539,0.30992592505480726,11,2.5797872340425534,0.6959756269700479,0.20984454708109118,2.1684919217636147,2.991082546321492,,,
campaign_family,dynamic_network_atlas,ring,19,0.4080481979231838,0.15614397773081548,0.03582188524058368,0.3378373028516398,0.4782590929947278,11,0.02104986357006007,0.022234730543459886,0.006704023502482859,0.007909977505193667,0.03418974963492648,9,0.6457885650401662,0.6464616244677309,0.2154872081559103,0.22343363705458208,1.0681434930257505,9,0.6994201285699939,0.30094736271191813,0.10031578757063937,0.5028011849315408,0.896039072208447,8,1.7135391517312781,0.053895412329781574,0.019054905766616805,1.6761915364287092,1.750886767033847,9,2.1372460583143464,0.32615773019714417,0.10871924339904805,1.9241563412522122,2.3503357753764806,9,5.2611549001100455,0.39467007858598835,0.13155669286199612,5.0033037821005335,5.5190060181195575,9,0.19131795075153327,0.01665005172596265,0.00555001724198755,0.18043991695723766,0.20219598454582888,8,2.0698903990564594,0.13465631665795966,0.04760819731922317,1.976578332310782,2.163202465802137,8,0.9953960220658518,0.004575135001556827,0.001617554492222379,0.9922256152610959,0.9985664288706076,16,0.17226240803952936,0.257883097997804,0.064470774499451,0.0458996900206054,0.2986251260584533,16,0.2357857898836545,0.09867513620949618,0.024668784052374045,0.18743497314100138,0.28413660662630763,11,1.4361702127659575,0.3226755508107043,0.09729033918730594,1.245481147958838,1.626859277573077,,,
campaign_family,dynamic_network_atlas_evidence_prep,bottleneck,195,0.46699081197982695,0.09895397973060498,0.007086241673048278,0.45310177830065235,0.48087984565900155,99,0.06948777399529062,0.07392872704665579,0.007430116631586556,0.054924745397380965,0.08405080259320026,97,1.271336688150194,1.1149055309602227,0.11320150553467236,1.0494617373022361,1.4932116389981518,97,0.49894977682064734,0.435499833525626,0.04421830858865739,0.41228189198687887,0.5856176616544159,96,1.996146558390347,0.45494912082060796,0.04643305020576267,1.9051377799870521,2.087155336793642,97,2.024392939767624,1.72880993931957,0.175534054213301,1.6803461935095538,2.368439686025694,97,7.441928986411055,3.3220685525629174,0.3373049565155751,6.780811271640528,8.103046701181583,97,0.1876002516244049,0.14283389449414086,0.014502584702572588,0.15917518560736263,0.2160253176414472,96,6.473692754699779,1.8466214025092518,0.1884700076770958,6.104291539652671,6.843093969746887,96,1.5503435193313024,0.24405541178157272,0.024908801159570303,1.5015222690585446,1.5991647696040603,192,0.1529962436581834,0.2603534626212159,0.01878939271610127,0.11616903393462491,0.1898234533817419,192,0.3139945683216436,0.2426095542162216,0.01750883642933883,0.27967724892013945,0.3483118877231477,99,2.44327731092437,1.1198379878577527,0.11254795247608278,2.2226833240712476,2.6638712977774923,,,
campaign_family,dynamic_network_atlas_evidence_prep,chain,195,0.5059878277861677,0.14621392180523043,0.010470596419636408,0.4854654588036803,0.5265101967686551,99,0.07649529105739833,0.0921238546564962,0.009258795761722213,0.058348051364422795,0.09464253075037386,97,1.1873358619032657,1.1084567246164407,0.11254672845558752,0.9667442741303142,1.4079274496762173,97,0.5272963585806021,0.43717783817016054,0.04438868414674784,0.4402945376529763,0.6142981795082278,96,2.049562328985182,0.3162504820955817,0.03227717966847344,1.986299056834974,2.11282560113539,97,2.0221162791442966,1.8859969700445556,0.19149397909883648,1.6467880801105772,2.397444478178016,97,7.38186775365089,2.73027713741551,0.27721764212268335,6.83852117509043,7.9252143322113495,97,0.1586423325270598,0.06884153908608717,0.006989799271295476,0.14494232595532067,0.17234233909879895,96,25.90713726493318,11.692735395830782,1.1933848090485544,23.568103039198014,28.246171490668345,96,2.65611566562485,0.6617712531859319,0.06754174569782125,2.5237338440571206,2.7884974871925796,192,0.12372685809362176,0.2825599115117791,0.020392005121690315,0.08375852805510875,0.16369518813213477,192,0.38226096969254586,0.3651921260119675,0.02635547153236765,0.3306042454891053,0.43391769389598644,99,3.617647058823529,2.8694954915559894,0.28839514797295907,3.052392568796529,4.182901548850529,,,
campaign_family,dynamic_network_atlas_evidence_prep,clustered,195,0.4658076602178888,0.0982640056304488,0.007036831601465897,0.4520154702790156,0.47959985015676193,99,0.06181901583319762,0.07186507285420966,0.007222711581483899,0.047662501133489174,0.07597553053290607,97,1.1190830742036542,1.1290824176866325,0.11464095029179175,0.8943868116317424,1.343779336775566,97,0.5562610655853875,0.4440748097198106,0.04508896550814513,0.467886693189423,0.6446354379813519,96,1.9675891430824552,0.44052509069557283,0.04496090379572646,1.8794657716428314,2.055712514522079,97,2.2464712866589522,1.8934157760786146,0.19224724472449164,1.8696666869989487,2.623275886318956,97,7.095565429133144,3.189090723204945,0.3238031036069341,6.460911346063553,7.730219512202734,97,0.1933902904172772,0.14091467866793525,0.014307717859652427,0.16534716341235844,0.22143341742219597,96,13.474677772777909,5.883911701754292,0.6005242233703773,12.29765029497197,14.651705250583849,96,2.2136136132961095,0.4368379367576476,0.04458458522276769,2.126227826259485,2.300999400332734,192,0.17541003272206201,0.23647690639843555,0.01706625069578334,0.14196018135832666,0.20885988408579736,192,0.2903976274958267,0.2201569302111045,0.015888457865167856,0.2592562500800977,0.3215390049115557,99,2.3455882352941178,1.112570246992785,0.11181751703600305,2.1264259019035516,2.564750568684684,,,
campaign_family,dynamic_network_atlas_evidence_prep,modular_two_community,579,0.3598030745187537,0.14935780724802977,0.006207098641945818,0.3476371611805399,0.3719689878569675,291,0.09017206269237014,0.07197807672739194,0.004219429583675453,0.08190198070836625,0.09844214467637404,289,1.7970983573447388,0.8654867435738359,0.050910984916107994,1.697312826909167,1.8968838877803105,289,0.27869320711750234,0.3400648097913569,0.020003812340668052,0.23948573492979297,0.3179006793052117,288,2.172205533895612,0.23537059172627772,0.01386934512512844,2.1450216174503605,2.1993894503408637,289,1.380105633321313,1.4614794438493603,0.08596937904996238,1.2116056503833867,1.5486056162592394,289,8.556392326942623,2.282163627560635,0.13424491926827264,8.293272285176808,8.819512368708438,289,0.12827492891352435,0.05025547873717987,0.002956204631598816,0.12248076783559067,0.13406908999145803,288,1.2031882084407453,0.5826487408672113,0.03433290630975072,1.135895712073634,1.2704807048078566,288,0.7070953914149084,0.10121398744049107,0.005964091405841775,0.6954057722594585,0.7187850105703583,576,0.047593569850161305,0.10334973650026036,0.004306239020844181,0.03915334136930671,0.0560337983310159,576,0.31220950466859243,0.21229046041479624,0.00884543585061651,0.29487245040138405,0.3295465589358008,291,3.930322128851541,2.8177148046443943,0.16517736713229417,3.606574489272244,4.2540697684308375,,,
campaign_family,dynamic_network_atlas_evidence_prep,random_geometric,531,0.34009867329260796,0.13386474469218085,0.005809235110067015,0.32871257247687663,0.3514847741083393,267,0.08877133532130871,0.06555389592780217,0.004011833279138067,0.0809081420941981,0.09663452854841932,265,1.8382192101122752,0.8903130015667305,0.05469149293162205,1.731023883966296,1.9454145362582544,265,0.2755300654888705,0.34360356514198204,0.021107399219345603,0.2341595630189531,0.31690056795878785,264,2.184659331532695,0.28874274945611844,0.017770887770012768,2.14982839150347,2.21949027156192,265,1.5038111784307984,1.4005792605635787,0.08603690005031125,1.3351788543321883,1.6724435025294084,265,8.794555006588295,2.6046019325119296,0.1599994248438351,8.480956133894379,9.108153879282211,265,0.12968691570366772,0.06262057553806218,0.003846751376636317,0.12214728300546054,0.1372265484018749,264,0.32307885882085885,0.1391487349090168,0.008564012623919402,0.30629339407797684,0.33986432356374086,264,0.3938462001037766,0.06826775938504889,0.0042015901442620015,0.38561108342102307,0.4020813167865301,528,0.05580289860030579,0.13982812603177538,0.006085238104072338,0.04387583191632401,0.06772996528428757,528,0.28433057925233624,0.21809878025583662,0.009491531108433218,0.26572717827980713,0.30293398022486534,267,4.279315103637641,2.924511153855192,0.17897717605019983,3.9285198385792492,4.630110368696033,,,
campaign_family,dynamic_network_atlas_evidence_prep,ring,195,0.4594143419702802,0.10830145207092713,0.007755628070805967,0.4442133109515005,0.47461537298905987,99,0.046079908583857555,0.05767788658207341,0.005796845711921568,0.03471809098849128,0.05744172617922383,97,1.1805041600732975,1.1054199141262067,0.11223838706703786,0.9605169214219034,1.4004913987246916,97,0.5312402113161151,0.435291504074362,0.04419715593771486,0.444613785678194,0.6178666369540362,96,2.0401642551045245,0.3485878291997729,0.03557759633682909,1.9704321662843394,2.1098963439247096,97,2.326452904139496,1.8228171131303363,0.18507903655568214,1.963697992490359,2.6892078157886328,97,7.508214988509107,2.8276614026916125,0.2871055161519279,6.945488176851328,8.070941800166885,97,0.15932923930046008,0.07723001359354142,0.007841519813541956,0.14395986046591785,0.17469861813500231,96,5.552096695262988,2.572965065127715,0.26260214731540793,5.037396486524789,6.066796904001188,96,1.569586625246138,0.31098632450758495,0.03173990883446543,1.5073764039305857,1.63179684656169,192,0.14536971226622328,0.18858654735761943,0.013610061735307962,0.11869399126501967,0.17204543326742688,192,0.31404462970405683,0.1720857003358903,0.012419215676576443,0.289702966977967,0.3383862924301467,99,2.2657563025210083,1.3124707198256338,0.13190827048452405,2.0072160923713414,2.5242965126706753,,,
campaign_family,dynamic_network_atlas_evidence_prep,square_lattice_2d,195,0.4455461492356562,0.06022977707375574,0.004313143922259572,0.43709238714802745,0.453999911323285,99,0.07487026628568297,0.0809577620918928,0.0081365612341111,0.05892260626682521,0.09081792630454072,97,1.4910637094310744,1.0179342441665418,0.10335556311726873,1.2884868057212278,1.693640613140921,97,0.39648660552261206,0.40770398694513454,0.04139606796544295,0.3153503123103439,0.47762289873488023,96,2.1449171681128973,0.19462752718213328,0.019864088812328737,2.105983554040733,2.1838507821850617,97,1.8509893087762614,1.7316398888801774,0.17582139205668945,1.5063793803451502,2.195599237207373,97,8.171991212366265,2.1436817093638485,0.2176579002869665,7.745381727803811,8.59860069692872,97,0.13112870822740738,0.035354107308805,0.003589665727771761,0.12409296340097473,0.13816445305384004,96,3.6241883114881257,1.3654785082314174,0.13936356666265554,3.3510357208293207,3.8973409021469307,96,1.2161439389721878,0.13427016512725926,0.013703891343376047,1.1892843119391707,1.2430035660052048,192,0.09142695540439005,0.20768530427607412,0.014988395791315091,0.06204969965341248,0.12080421115536763,192,0.3541191938312662,0.18879531722038828,0.013625128402366496,0.32741394216262787,0.3808244454999046,99,2.1239495798319323,0.4663232045177298,0.04686724546731739,2.0320897787159904,2.2158093809478743,,,
