campaign_id,source_file,family,n_sites,instance_id,graph_seed,disorder_seed,target_style,trap_site,disorder_strength_over_coupling,dephasing_over_coupling,regime_label,edge_model,arrival,zero_dephasing_arrival,gain,entropy,purity,shannon_entropy,coherence,participation_ratio,ipr,msd,front_width,quantum_minus_classical,classical_arrival,sink_hitting_time,max_trace_deviation,max_population_closure_error,min_state_eigenvalue
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,3,near,0,0.0,1.4,,,0.4759183105270707,0.3458083532734981,0.13010995725357255,2.060787692785272,,,0.3920339647219684,7.837529216439053,,,,,,1.2121212121212122,5.551115123125783e-16,5.551115123125783e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,5,near,0,0.0,1.4,,,0.4759183105270707,0.3458083532734981,0.13010995725357255,2.060787692785272,,,0.3920339647219684,7.837529216439053,,,,,,1.2121212121212122,5.551115123125783e-16,5.551115123125783e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,7,near,0,0.0,1.4,,,0.4759183105270707,0.3458083532734981,0.13010995725357255,2.060787692785272,,,0.3920339647219684,7.837529216439053,,,,,,1.2121212121212122,5.551115123125783e-16,5.551115123125783e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,11,near,0,0.0,1.4,,,0.4759183105270707,0.3458083532734981,0.13010995725357255,2.060787692785272,,,0.3920339647219684,7.837529216439053,,,,,,1.2121212121212122,5.551115123125783e-16,5.551115123125783e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,3,near,0,0.3,0.8,,,0.47793429085046585,0.383124586045539,0.09480970480492684,2.059777858796231,,,0.5983299166390185,7.882944653600244,,,,,,1.2121212121212122,6.661338147750939e-16,6.661338147750939e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,5,near,0,0.3,0.8,,,0.4773816598350454,0.39051599152042954,0.08686566831461584,2.059684712898764,,,0.5959876401367358,7.881783663751958,,,,,,1.2121212121212122,8.881784197001252e-16,8.881784197001252e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,7,near,0,0.3,1.4,,,0.4760319503261042,0.35161474152162686,0.12441720880447732,2.0607456444731396,,,0.39356106798967283,7.836984691501166,,,,,,1.2121212121212122,1.5543122344752192e-15,1.5543122344752192e-15,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,11,near,0,0.3,1.4,,,0.47588599599640263,0.32404522869681907,0.15184076729958357,2.0606576205387652,,,0.39448863425760927,7.836047620204658,,,,,,1.2121212121212122,6.661338147750939e-16,6.661338147750939e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,3,near,0,0.6,0.8,,,0.4799497345057695,0.40505108209843194,0.07489865240733756,2.060471977745144,,,0.5989405545663632,7.889852048550972,,,,,,1.2121212121212122,8.881784197001252e-16,9.992007221626409e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,5,near,0,0.6,0.8,,,0.4825587050180514,0.44510255568184853,0.03745614933620289,2.058209586029146,,,0.6083946813991057,7.86433780913708,,,,,,1.2121212121212122,6.661338147750939e-16,6.661338147750939e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,7,near,0,0.6,0.8,,,0.4821683541865034,0.42278063623811657,0.05938771794838682,2.059132543948003,,,0.6020847399770927,7.874928964344949,,,,,,1.2121212121212122,4.440892098500626e-16,4.440892098500626e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,11,near,0,0.6,1.4,,,0.4747615543392619,0.33019318367655065,0.14456837066271128,2.0598809182726,,,0.40262806307363014,7.8268458929417415,,,,,,1.2121212121212122,8.881784197001252e-16,8.881784197001252e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,3,near,0,0.9,0.8,,,0.4870400588479734,0.47350711586121724,0.013532942986756169,2.0599811031658484,,,0.5940716566694078,7.884800394944882,,,,,,1.2121212121212122,1.1102230246251565e-15,8.881784197001252e-16,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,5,near,0,0.9,0.1,,,0.5115187616361191,0.5046050677225001,0.006913693913618957,1.7084831263477283,,,1.9788479096976417,7.5523813231634715,,,,,,1.0909090909090908,1.1102230246251565e-15,1.1102230246251565e-15,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,7,near,0,0.9,1.4,,,0.46395013223145126,0.2800160956515648,0.18393403657988644,2.058895746034354,,,0.4150810382253745,7.8147501829889,,,,,,1.3333333333333335,1.7763568394002505e-15,1.7763568394002505e-15,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,11,near,0,0.9,1.4,,,0.46187303872992486,0.39849174512777563,0.06338129360214922,2.057112844378394,,,0.42092553334188126,7.796139535441017,,,,,,1.3333333333333335,1.5543122344752192e-15,1.5543122344752192e-15,0.0
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,3,far,3,0.0,0.0,,,0.7110292383192733,0.7110292383192733,0.0,2.0038485847236362e-10,,,2.064546292836204,3.132901886200644,,,,,,2.303030303030303,1.9984014443252818e-15,1.9984014443252818e-15,-3.362478218637047e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,5,far,3,0.0,0.0,,,0.7110292383192733,0.7110292383192733,0.0,2.0038485847236362e-10,,,2.064546292836204,3.132901886200644,,,,,,2.303030303030303,1.9984014443252818e-15,1.9984014443252818e-15,-3.362478218637047e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,7,far,3,0.0,0.0,,,0.7110292383192733,0.7110292383192733,0.0,2.0038485847236362e-10,,,2.064546292836204,3.132901886200644,,,,,,2.303030303030303,1.9984014443252818e-15,1.9984014443252818e-15,-3.362478218637047e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,11,far,3,0.0,0.0,,,0.7110292383192733,0.7110292383192733,0.0,2.0038485847236362e-10,,,2.064546292836204,3.132901886200644,,,,,,2.303030303030303,1.9984014443252818e-15,1.9984014443252818e-15,-3.362478218637047e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,3,far,3,0.3,0.0,,,0.6558865113428398,0.6558865113428398,0.0,2.0026773157123828e-10,,,2.4290803699416146,3.473050710886165,,,,,,2.303030303030303,1.3322676295501878e-15,1.5543122344752192e-15,-6.937280761309262e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,5,far,3,0.3,0.0,,,0.6052689958512959,0.6052689958512959,0.0,2.0044774027166238e-10,,,2.5578485341003874,4.026011696411273,,,,,,2.303030303030303,6.661338147750939e-16,6.661338147750939e-16,-5.006550198839572e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,7,far,3,0.3,0.0,,,0.6807148318211702,0.6807148318211702,0.0,2.0042969554365136e-10,,,2.2776734593764894,3.4936448409730865,,,,,,2.303030303030303,8.881784197001252e-16,8.881784197001252e-16,-4.3380487694169896e-16
research_journey_v2,target_geometry_records.csv,ring,8,ring_N8_r0_s8308_edge-unweighted,8308,11,far,3,0.3,0.0,,,0.642556301657441,0.642556301657441,0.0,2.0032751649876598e-10,,,2.505203521412568,5.1209328040111455,,,,,,2.303030303030303,1.5543122344752192e-15,1.5543122344752192e-15,-5.520596021489555e-16
