record_id,family,n_sites,instance_id,target_style,trap_site,disorder_strength_over_coupling,disorder_seed,best_arrival,classical_arrival,quantum_minus_classical,qc_case_label
bottleneck_N12_r0_s9312_target-far_W0.900_seed7,bottleneck,12,bottleneck_N12_r0_s9312,far,0,0.9,7,0.35322213080950526,0.02593054024251082,0.3272915905669944,quantum_higher
bottleneck_N12_r0_s9312_target-far_W0.900_seed11,bottleneck,12,bottleneck_N12_r0_s9312,far,0,0.9,11,0.30368048397978065,0.02593054024251082,0.2777499437372698,quantum_higher
bottleneck_N12_r0_s9312_target-far_W0.900_seed13,bottleneck,12,bottleneck_N12_r0_s9312,far,0,0.9,13,0.3051548506051678,0.02593054024251082,0.27922431036265694,quantum_higher
bottleneck_N12_r0_s9312_target-far_W0.900_seed17,bottleneck,12,bottleneck_N12_r0_s9312,far,0,0.9,17,0.313205301373215,0.02593054024251082,0.28727476113070416,quantum_higher
bottleneck_N12_r0_s9312_target-far_W1.200_seed3,bottleneck,12,bottleneck_N12_r0_s9312,far,0,1.2,3,0.24358836061427394,0.02593054024251082,0.21765782037176312,quantum_higher
bottleneck_N12_r0_s9312_target-far_W1.200_seed5,bottleneck,12,bottleneck_N12_r0_s9312,far,0,1.2,5,0.24492388185874633,0.02593054024251082,0.21899334161623552,quantum_higher
bottleneck_N12_r0_s9312_target-far_W1.200_seed7,bottleneck,12,bottleneck_N12_r0_s9312,far,0,1.2,7,0.24892075561451507,0.02593054024251082,0.22299021537200425,quantum_higher
bottleneck_N12_r0_s9312_target-far_W1.200_seed11,bottleneck,12,bottleneck_N12_r0_s9312,far,0,1.2,11,0.3444705778380064,0.02593054024251082,0.31854003759549554,quantum_higher
bottleneck_N12_r0_s9312_target-far_W1.200_seed13,bottleneck,12,bottleneck_N12_r0_s9312,far,0,1.2,13,0.4492631063272835,0.02593054024251082,0.42333256608477265,quantum_higher
bottleneck_N12_r0_s9312_target-far_W1.200_seed17,bottleneck,12,bottleneck_N12_r0_s9312,far,0,1.2,17,0.1828520762766918,0.02593054024251082,0.156921536034181,quantum_higher
clustered_N8_r0_s9308_target-near_W0.000_seed3,clustered,8,clustered_N8_r0_s9308,near,5,0.0,3,0.47768725054872085,0.5381120082255304,-0.06042475767680955,classical_higher
clustered_N8_r0_s9308_target-near_W0.000_seed5,clustered,8,clustered_N8_r0_s9308,near,5,0.0,5,0.47768725054872085,0.5381120082255304,-0.06042475767680955,classical_higher
clustered_N8_r0_s9308_target-near_W0.000_seed7,clustered,8,clustered_N8_r0_s9308,near,5,0.0,7,0.47768725054872085,0.5381120082255304,-0.06042475767680955,classical_higher
clustered_N8_r0_s9308_target-near_W0.000_seed11,clustered,8,clustered_N8_r0_s9308,near,5,0.0,11,0.47768725054872085,0.5381120082255304,-0.06042475767680955,classical_higher
clustered_N8_r0_s9308_target-near_W0.000_seed13,clustered,8,clustered_N8_r0_s9308,near,5,0.0,13,0.47768725054872085,0.5381120082255304,-0.06042475767680955,classical_higher
clustered_N8_r0_s9308_target-near_W0.000_seed17,clustered,8,clustered_N8_r0_s9308,near,5,0.0,17,0.47768725054872085,0.5381120082255304,-0.06042475767680955,classical_higher
clustered_N8_r0_s9308_target-near_W0.600_seed3,clustered,8,clustered_N8_r0_s9308,near,5,0.6,3,0.4809865515377822,0.5381120082255304,-0.05712545668774821,classical_higher
clustered_N8_r0_s9308_target-near_W0.600_seed5,clustered,8,clustered_N8_r0_s9308,near,5,0.6,5,0.4802006543808967,0.5381120082255304,-0.057911353844633695,classical_higher
clustered_N8_r0_s9308_target-near_W0.600_seed7,clustered,8,clustered_N8_r0_s9308,near,5,0.6,7,0.4810426905829914,0.5381120082255304,-0.05706931764253903,classical_higher
clustered_N8_r0_s9308_target-near_W0.600_seed11,clustered,8,clustered_N8_r0_s9308,near,5,0.6,11,0.4872599172785941,0.5381120082255304,-0.050852090946936324,classical_higher
clustered_N8_r0_s9308_target-near_W0.600_seed13,clustered,8,clustered_N8_r0_s9308,near,5,0.6,13,0.4818265528694026,0.5381120082255304,-0.05628545535612778,classical_higher
clustered_N8_r0_s9308_target-near_W0.600_seed17,clustered,8,clustered_N8_r0_s9308,near,5,0.6,17,0.48683904395270367,0.5381120082255304,-0.05127296427282674,classical_higher
clustered_N8_r0_s9308_target-near_W0.900_seed3,clustered,8,clustered_N8_r0_s9308,near,5,0.9,3,0.49074414316523207,0.5381120082255304,-0.04736786506029833,classical_explains
clustered_N8_r0_s9308_target-near_W0.900_seed5,clustered,8,clustered_N8_r0_s9308,near,5,0.9,5,0.49163674181246264,0.5381120082255304,-0.04647526641306776,classical_explains
clustered_N8_r0_s9308_target-near_W0.900_seed7,clustered,8,clustered_N8_r0_s9308,near,5,0.9,7,0.488574721006401,0.5381120082255304,-0.04953728721912942,classical_explains
clustered_N8_r0_s9308_target-near_W0.900_seed11,clustered,8,clustered_N8_r0_s9308,near,5,0.9,11,0.5006819143780111,0.5381120082255304,-0.037430093847519275,classical_explains
clustered_N8_r0_s9308_target-near_W0.900_seed13,clustered,8,clustered_N8_r0_s9308,near,5,0.9,13,0.488906187037575,0.5381120082255304,-0.04920582118795541,classical_explains
clustered_N8_r0_s9308_target-near_W0.900_seed17,clustered,8,clustered_N8_r0_s9308,near,5,0.9,17,0.4957542067954414,0.5381120082255304,-0.04235780143008899,classical_explains
clustered_N8_r0_s9308_target-near_W1.200_seed3,clustered,8,clustered_N8_r0_s9308,near,5,1.2,3,0.5095450681054237,0.5381120082255304,-0.028566940120106743,classical_explains
clustered_N8_r0_s9308_target-near_W1.200_seed5,clustered,8,clustered_N8_r0_s9308,near,5,1.2,5,0.4670704858861442,0.5381120082255304,-0.07104152233938621,classical_higher
clustered_N8_r0_s9308_target-near_W1.200_seed7,clustered,8,clustered_N8_r0_s9308,near,5,1.2,7,0.5159362307963417,0.5381120082255304,-0.022175777429188748,classical_explains
clustered_N8_r0_s9308_target-near_W1.200_seed11,clustered,8,clustered_N8_r0_s9308,near,5,1.2,11,0.4912574843672806,0.5381120082255304,-0.046854523858249786,classical_explains
clustered_N8_r0_s9308_target-near_W1.200_seed13,clustered,8,clustered_N8_r0_s9308,near,5,1.2,13,0.5063610823777243,0.5381120082255304,-0.031750925847806144,classical_explains
clustered_N8_r0_s9308_target-near_W1.200_seed17,clustered,8,clustered_N8_r0_s9308,near,5,1.2,17,0.4965021189575785,0.5381120082255304,-0.041609889267951894,classical_explains
clustered_N8_r0_s9308_target-far_W0.000_seed3,clustered,8,clustered_N8_r0_s9308,far,0,0.0,3,0.6992432380395329,0.12352994796608667,0.5757132900734463,quantum_higher
clustered_N8_r0_s9308_target-far_W0.000_seed5,clustered,8,clustered_N8_r0_s9308,far,0,0.0,5,0.6992432380395329,0.12352994796608667,0.5757132900734463,quantum_higher
clustered_N8_r0_s9308_target-far_W0.000_seed7,clustered,8,clustered_N8_r0_s9308,far,0,0.0,7,0.6992432380395329,0.12352994796608667,0.5757132900734463,quantum_higher
clustered_N8_r0_s9308_target-far_W0.000_seed11,clustered,8,clustered_N8_r0_s9308,far,0,0.0,11,0.6992432380395329,0.12352994796608667,0.5757132900734463,quantum_higher
clustered_N8_r0_s9308_target-far_W0.000_seed13,clustered,8,clustered_N8_r0_s9308,far,0,0.0,13,0.6992432380395329,0.12352994796608667,0.5757132900734463,quantum_higher
clustered_N8_r0_s9308_target-far_W0.000_seed17,clustered,8,clustered_N8_r0_s9308,far,0,0.0,17,0.6992432380395329,0.12352994796608667,0.5757132900734463,quantum_higher
clustered_N8_r0_s9308_target-far_W0.600_seed3,clustered,8,clustered_N8_r0_s9308,far,0,0.6,3,0.5617744547047142,0.12352994796608667,0.4382445067386275,quantum_higher
clustered_N8_r0_s9308_target-far_W0.600_seed5,clustered,8,clustered_N8_r0_s9308,far,0,0.6,5,0.5594151018029976,0.12352994796608667,0.4358851538369109,quantum_higher
clustered_N8_r0_s9308_target-far_W0.600_seed7,clustered,8,clustered_N8_r0_s9308,far,0,0.6,7,0.6255291789834562,0.12352994796608667,0.5019992310173695,quantum_higher
clustered_N8_r0_s9308_target-far_W0.600_seed11,clustered,8,clustered_N8_r0_s9308,far,0,0.6,11,0.5459634233700842,0.12352994796608667,0.4224334754039975,quantum_higher
clustered_N8_r0_s9308_target-far_W0.600_seed13,clustered,8,clustered_N8_r0_s9308,far,0,0.6,13,0.6158541525761994,0.12352994796608667,0.49232420461011267,quantum_higher
clustered_N8_r0_s9308_target-far_W0.600_seed17,clustered,8,clustered_N8_r0_s9308,far,0,0.6,17,0.5470069765170297,0.12352994796608667,0.423477028550943,quantum_higher
clustered_N8_r0_s9308_target-far_W0.900_seed3,clustered,8,clustered_N8_r0_s9308,far,0,0.9,3,0.5149207009320137,0.12352994796608667,0.391390752965927,quantum_higher
clustered_N8_r0_s9308_target-far_W0.900_seed5,clustered,8,clustered_N8_r0_s9308,far,0,0.9,5,0.4870567406036841,0.12352994796608667,0.3635267926375974,quantum_higher
clustered_N8_r0_s9308_target-far_W0.900_seed7,clustered,8,clustered_N8_r0_s9308,far,0,0.9,7,0.5930675898950356,0.12352994796608667,0.4695376419289489,quantum_higher
clustered_N8_r0_s9308_target-far_W0.900_seed11,clustered,8,clustered_N8_r0_s9308,far,0,0.9,11,0.4905795398584049,0.12352994796608667,0.3670495918923182,quantum_higher
clustered_N8_r0_s9308_target-far_W0.900_seed13,clustered,8,clustered_N8_r0_s9308,far,0,0.9,13,0.6289132335007406,0.12352994796608667,0.505383285534654,quantum_higher
clustered_N8_r0_s9308_target-far_W0.900_seed17,clustered,8,clustered_N8_r0_s9308,far,0,0.9,17,0.5249605436591279,0.12352994796608667,0.40143059569304124,quantum_higher
clustered_N8_r0_s9308_target-far_W1.200_seed3,clustered,8,clustered_N8_r0_s9308,far,0,1.2,3,0.5061693998760356,0.12352994796608667,0.3826394519099489,quantum_higher
clustered_N8_r0_s9308_target-far_W1.200_seed5,clustered,8,clustered_N8_r0_s9308,far,0,1.2,5,0.5873209790530785,0.12352994796608667,0.46379103108699177,quantum_higher
clustered_N8_r0_s9308_target-far_W1.200_seed7,clustered,8,clustered_N8_r0_s9308,far,0,1.2,7,0.4587398123203028,0.12352994796608667,0.3352098643542161,quantum_higher
clustered_N8_r0_s9308_target-far_W1.200_seed11,clustered,8,clustered_N8_r0_s9308,far,0,1.2,11,0.43856051808746616,0.12352994796608667,0.31503057012137947,quantum_higher
clustered_N8_r0_s9308_target-far_W1.200_seed13,clustered,8,clustered_N8_r0_s9308,far,0,1.2,13,0.3689729923886038,0.12352994796608667,0.24544304442251713,quantum_higher
clustered_N8_r0_s9308_target-far_W1.200_seed17,clustered,8,clustered_N8_r0_s9308,far,0,1.2,17,0.3703950320440221,0.12352994796608667,0.2468650840779354,quantum_higher
clustered_N12_r0_s9312_target-near_W0.000_seed3,clustered,12,clustered_N12_r0_s9312,near,8,0.0,3,0.4190714011588797,0.4740180135491788,-0.05494661239029908,classical_higher
clustered_N12_r0_s9312_target-near_W0.000_seed5,clustered,12,clustered_N12_r0_s9312,near,8,0.0,5,0.4190714011588797,0.4740180135491788,-0.05494661239029908,classical_higher
clustered_N12_r0_s9312_target-near_W0.000_seed7,clustered,12,clustered_N12_r0_s9312,near,8,0.0,7,0.4190714011588797,0.4740180135491788,-0.05494661239029908,classical_higher
clustered_N12_r0_s9312_target-near_W0.000_seed11,clustered,12,clustered_N12_r0_s9312,near,8,0.0,11,0.4190714011588797,0.4740180135491788,-0.05494661239029908,classical_higher
clustered_N12_r0_s9312_target-near_W0.000_seed13,clustered,12,clustered_N12_r0_s9312,near,8,0.0,13,0.4190714011588797,0.4740180135491788,-0.05494661239029908,classical_higher
clustered_N12_r0_s9312_target-near_W0.000_seed17,clustered,12,clustered_N12_r0_s9312,near,8,0.0,17,0.4190714011588797,0.4740180135491788,-0.05494661239029908,classical_higher
clustered_N12_r0_s9312_target-near_W0.600_seed3,clustered,12,clustered_N12_r0_s9312,near,8,0.6,3,0.4234510560510956,0.4740180135491788,-0.050566957498083154,classical_higher
clustered_N12_r0_s9312_target-near_W0.600_seed5,clustered,12,clustered_N12_r0_s9312,near,8,0.6,5,0.44038193256854896,0.4740180135491788,-0.03363608098062981,classical_explains
clustered_N12_r0_s9312_target-near_W0.600_seed7,clustered,12,clustered_N12_r0_s9312,near,8,0.6,7,0.4267389061553944,0.4740180135491788,-0.04727910739378438,classical_explains
clustered_N12_r0_s9312_target-near_W0.600_seed11,clustered,12,clustered_N12_r0_s9312,near,8,0.6,11,0.4175229579440299,0.4740180135491788,-0.05649505560514889,classical_higher
clustered_N12_r0_s9312_target-near_W0.600_seed13,clustered,12,clustered_N12_r0_s9312,near,8,0.6,13,0.4260414832706806,0.4740180135491788,-0.047976530278498186,classical_explains
clustered_N12_r0_s9312_target-near_W0.600_seed17,clustered,12,clustered_N12_r0_s9312,near,8,0.6,17,0.4228035233041583,0.4740180135491788,-0.05121449024502045,classical_higher
clustered_N12_r0_s9312_target-near_W0.900_seed3,clustered,12,clustered_N12_r0_s9312,near,8,0.9,3,0.41077620804586557,0.4740180135491788,-0.06324180550331321,classical_higher
clustered_N12_r0_s9312_target-near_W0.900_seed5,clustered,12,clustered_N12_r0_s9312,near,8,0.9,5,0.4443410530905981,0.4740180135491788,-0.029676960458580648,classical_explains
clustered_N12_r0_s9312_target-near_W0.900_seed7,clustered,12,clustered_N12_r0_s9312,near,8,0.9,7,0.4225652604677994,0.4740180135491788,-0.051452753081379365,classical_higher
clustered_N12_r0_s9312_target-near_W0.900_seed11,clustered,12,clustered_N12_r0_s9312,near,8,0.9,11,0.42563945614797344,0.4740180135491788,-0.048378557401205335,classical_explains
clustered_N12_r0_s9312_target-near_W0.900_seed13,clustered,12,clustered_N12_r0_s9312,near,8,0.9,13,0.4347481174668566,0.4740180135491788,-0.039269896082322175,classical_explains
clustered_N12_r0_s9312_target-near_W0.900_seed17,clustered,12,clustered_N12_r0_s9312,near,8,0.9,17,0.43756865874001727,0.4740180135491788,-0.036449354809161505,classical_explains
clustered_N12_r0_s9312_target-near_W1.200_seed3,clustered,12,clustered_N12_r0_s9312,near,8,1.2,3,0.4289304933830306,0.4740180135491788,-0.0450875201661482,classical_explains
clustered_N12_r0_s9312_target-near_W1.200_seed5,clustered,12,clustered_N12_r0_s9312,near,8,1.2,5,0.4241688434348995,0.4740180135491788,-0.04984917011427925,classical_explains
clustered_N12_r0_s9312_target-near_W1.200_seed7,clustered,12,clustered_N12_r0_s9312,near,8,1.2,7,0.471888460421364,0.4740180135491788,-0.002129553127814765,classical_explains
clustered_N12_r0_s9312_target-near_W1.200_seed11,clustered,12,clustered_N12_r0_s9312,near,8,1.2,11,0.4260810026734613,0.4740180135491788,-0.0479370108757175,classical_explains
clustered_N12_r0_s9312_target-near_W1.200_seed13,clustered,12,clustered_N12_r0_s9312,near,8,1.2,13,0.43666195849997663,0.4740180135491788,-0.03735605504920214,classical_explains
clustered_N12_r0_s9312_target-near_W1.200_seed17,clustered,12,clustered_N12_r0_s9312,near,8,1.2,17,0.4604534778600371,0.4740180135491788,-0.013564535689141677,classical_explains
clustered_N12_r0_s9312_target-far_W0.000_seed3,clustered,12,clustered_N12_r0_s9312,far,0,0.0,3,0.4944160912171366,0.025930540242510833,0.46848555097462574,quantum_higher
clustered_N12_r0_s9312_target-far_W0.000_seed5,clustered,12,clustered_N12_r0_s9312,far,0,0.0,5,0.4944160912171366,0.025930540242510833,0.46848555097462574,quantum_higher
clustered_N12_r0_s9312_target-far_W0.000_seed7,clustered,12,clustered_N12_r0_s9312,far,0,0.0,7,0.4944160912171366,0.025930540242510833,0.46848555097462574,quantum_higher
clustered_N12_r0_s9312_target-far_W0.000_seed11,clustered,12,clustered_N12_r0_s9312,far,0,0.0,11,0.4944160912171366,0.025930540242510833,0.46848555097462574,quantum_higher
clustered_N12_r0_s9312_target-far_W0.000_seed13,clustered,12,clustered_N12_r0_s9312,far,0,0.0,13,0.4944160912171366,0.025930540242510833,0.46848555097462574,quantum_higher
clustered_N12_r0_s9312_target-far_W0.000_seed17,clustered,12,clustered_N12_r0_s9312,far,0,0.0,17,0.4944160912171366,0.025930540242510833,0.46848555097462574,quantum_higher
clustered_N12_r0_s9312_target-far_W0.600_seed3,clustered,12,clustered_N12_r0_s9312,far,0,0.6,3,0.41260253312095074,0.025930540242510833,0.3866719928784399,quantum_higher
clustered_N12_r0_s9312_target-far_W0.600_seed5,clustered,12,clustered_N12_r0_s9312,far,0,0.6,5,0.3498626252116658,0.025930540242510833,0.32393208496915493,quantum_higher
clustered_N12_r0_s9312_target-far_W0.600_seed7,clustered,12,clustered_N12_r0_s9312,far,0,0.6,7,0.4621452909339322,0.025930540242510833,0.43621475069142135,quantum_higher
clustered_N12_r0_s9312_target-far_W0.600_seed11,clustered,12,clustered_N12_r0_s9312,far,0,0.6,11,0.4092035236239025,0.025930540242510833,0.38327298338139165,quantum_higher
clustered_N12_r0_s9312_target-far_W0.600_seed13,clustered,12,clustered_N12_r0_s9312,far,0,0.6,13,0.43118032523191635,0.025930540242510833,0.4052497849894055,quantum_higher
clustered_N12_r0_s9312_target-far_W0.600_seed17,clustered,12,clustered_N12_r0_s9312,far,0,0.6,17,0.43488347021784685,0.025930540242510833,0.408952929975336,quantum_higher
clustered_N12_r0_s9312_target-far_W0.900_seed3,clustered,12,clustered_N12_r0_s9312,far,0,0.9,3,0.3614025940717763,0.025930540242510833,0.3354720538292654,quantum_higher
clustered_N12_r0_s9312_target-far_W0.900_seed5,clustered,12,clustered_N12_r0_s9312,far,0,0.9,5,0.3491525631316183,0.025930540242510833,0.32322202288910745,quantum_higher
clustered_N12_r0_s9312_target-far_W0.900_seed7,clustered,12,clustered_N12_r0_s9312,far,0,0.9,7,0.324815632551776,0.025930540242510833,0.29888509230926513,quantum_higher
clustered_N12_r0_s9312_target-far_W0.900_seed11,clustered,12,clustered_N12_r0_s9312,far,0,0.9,11,0.2456584686483489,0.025930540242510833,0.21972792840583805,quantum_higher
clustered_N12_r0_s9312_target-far_W0.900_seed13,clustered,12,clustered_N12_r0_s9312,far,0,0.9,13,0.29828619015546104,0.025930540242510833,0.2723556499129502,quantum_higher
clustered_N12_r0_s9312_target-far_W0.900_seed17,clustered,12,clustered_N12_r0_s9312,far,0,0.9,17,0.2629490317641158,0.025930540242510833,0.23701849152160498,quantum_higher
clustered_N12_r0_s9312_target-far_W1.200_seed3,clustered,12,clustered_N12_r0_s9312,far,0,1.2,3,0.3721564964677559,0.025930540242510833,0.34622595622524505,quantum_higher
clustered_N12_r0_s9312_target-far_W1.200_seed5,clustered,12,clustered_N12_r0_s9312,far,0,1.2,5,0.2253132576030916,0.025930540242510833,0.19938271736058077,quantum_higher
clustered_N12_r0_s9312_target-far_W1.200_seed7,clustered,12,clustered_N12_r0_s9312,far,0,1.2,7,0.3020443251525691,0.025930540242510833,0.2761137849100583,quantum_higher
clustered_N12_r0_s9312_target-far_W1.200_seed11,clustered,12,clustered_N12_r0_s9312,far,0,1.2,11,0.21276244154196872,0.025930540242510833,0.18683190129945787,quantum_higher
clustered_N12_r0_s9312_target-far_W1.200_seed13,clustered,12,clustered_N12_r0_s9312,far,0,1.2,13,0.4198555473570892,0.025930540242510833,0.39392500711457834,quantum_higher
clustered_N12_r0_s9312_target-far_W1.200_seed17,clustered,12,clustered_N12_r0_s9312,far,0,1.2,17,0.25366416335913883,0.025930540242510833,0.22773362311662798,quantum_higher
random_geometric_N8_r0_s89300_target-near_W0.000_seed3,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.0,3,0.5036332268817433,0.5306943685403369,-0.027061141658593635,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.000_seed5,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.0,5,0.5036332268817433,0.5306943685403369,-0.027061141658593635,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.000_seed7,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.0,7,0.5036332268817433,0.5306943685403369,-0.027061141658593635,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.000_seed11,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.0,11,0.5036332268817433,0.5306943685403369,-0.027061141658593635,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.000_seed13,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.0,13,0.5036332268817433,0.5306943685403369,-0.027061141658593635,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.000_seed17,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.0,17,0.5036332268817433,0.5306943685403369,-0.027061141658593635,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.600_seed3,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.6,3,0.5760313444489626,0.5306943685403369,0.04533697590862573,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.600_seed5,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.6,5,0.5713018436074103,0.5306943685403369,0.040607475067073406,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.600_seed7,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.6,7,0.49914073696244854,0.5306943685403369,-0.031553631577888375,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.600_seed11,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.6,11,0.4620056965472094,0.5306943685403369,-0.0686886719931275,classical_higher
random_geometric_N8_r0_s89300_target-near_W0.600_seed13,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.6,13,0.6023817873344836,0.5306943685403369,0.07168741879414664,quantum_higher
random_geometric_N8_r0_s89300_target-near_W0.600_seed17,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.6,17,0.48669935276096177,0.5306943685403369,-0.043995015779375146,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.900_seed3,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.9,3,0.4485165052490632,0.5306943685403369,-0.08217786329127369,classical_higher
random_geometric_N8_r0_s89300_target-near_W0.900_seed5,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.9,5,0.43643647735592705,0.5306943685403369,-0.09425789118440986,classical_higher
random_geometric_N8_r0_s89300_target-near_W0.900_seed7,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.9,7,0.49614811780028595,0.5306943685403369,-0.034546250740050966,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.900_seed11,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.9,11,0.5040288149357952,0.5306943685403369,-0.026665553604541703,classical_explains
random_geometric_N8_r0_s89300_target-near_W0.900_seed13,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.9,13,0.45944401734026513,0.5306943685403369,-0.07125035120007178,classical_higher
random_geometric_N8_r0_s89300_target-near_W0.900_seed17,random_geometric,8,random_geometric_N8_r0_s89300,near,0,0.9,17,0.4603504313372912,0.5306943685403369,-0.07034393720304571,classical_higher
random_geometric_N8_r0_s89300_target-near_W1.200_seed3,random_geometric,8,random_geometric_N8_r0_s89300,near,0,1.2,3,0.4377132663033138,0.5306943685403369,-0.0929811022370231,classical_higher
random_geometric_N8_r0_s89300_target-near_W1.200_seed5,random_geometric,8,random_geometric_N8_r0_s89300,near,0,1.2,5,0.5086556395576738,0.5306943685403369,-0.022038728982663125,classical_explains
random_geometric_N8_r0_s89300_target-near_W1.200_seed7,random_geometric,8,random_geometric_N8_r0_s89300,near,0,1.2,7,0.4382299745066073,0.5306943685403369,-0.09246439403372964,classical_higher
random_geometric_N8_r0_s89300_target-near_W1.200_seed11,random_geometric,8,random_geometric_N8_r0_s89300,near,0,1.2,11,0.6198153430650506,0.5306943685403369,0.08912097452471368,quantum_higher
random_geometric_N8_r0_s89300_target-near_W1.200_seed13,random_geometric,8,random_geometric_N8_r0_s89300,near,0,1.2,13,0.4827720483778949,0.5306943685403369,-0.04792232016244202,classical_explains
random_geometric_N8_r0_s89300_target-near_W1.200_seed17,random_geometric,8,random_geometric_N8_r0_s89300,near,0,1.2,17,0.5174251179603219,0.5306943685403369,-0.013269250580015046,classical_explains
random_geometric_N8_r0_s89300_target-far_W0.000_seed3,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.0,3,0.3646909906844769,0.06980447485514253,0.2948865158293344,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.000_seed5,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.0,5,0.3646909906844769,0.06980447485514253,0.2948865158293344,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.000_seed7,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.0,7,0.3646909906844769,0.06980447485514253,0.2948865158293344,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.000_seed11,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.0,11,0.3646909906844769,0.06980447485514253,0.2948865158293344,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.000_seed13,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.0,13,0.3646909906844769,0.06980447485514253,0.2948865158293344,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.000_seed17,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.0,17,0.3646909906844769,0.06980447485514253,0.2948865158293344,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.600_seed3,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.6,3,0.2957991927222904,0.06980447485514253,0.22599471786714787,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.600_seed5,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.6,5,0.2981106370901816,0.06980447485514253,0.22830616223503908,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.600_seed7,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.6,7,0.310420314173518,0.06980447485514253,0.2406158393183755,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.600_seed11,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.6,11,0.3940497901269127,0.06980447485514253,0.3242453152717702,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.600_seed13,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.6,13,0.2857161775881704,0.06980447485514253,0.2159117027330279,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.600_seed17,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.6,17,0.3096748874103686,0.06980447485514253,0.23987041255522606,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.900_seed3,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.9,3,0.37475385721568655,0.06980447485514253,0.30494938236054403,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.900_seed5,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.9,5,0.31439246655946984,0.06980447485514253,0.24458799170432732,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.900_seed7,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.9,7,0.32389136056618895,0.06980447485514253,0.25408688571104643,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.900_seed11,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.9,11,0.25335992110595573,0.06980447485514253,0.18355544625081321,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.900_seed13,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.9,13,0.3801007359736167,0.06980447485514253,0.3102962611184742,quantum_higher
random_geometric_N8_r0_s89300_target-far_W0.900_seed17,random_geometric,8,random_geometric_N8_r0_s89300,far,4,0.9,17,0.4018317670887116,0.06980447485514253,0.3320272922335691,quantum_higher
random_geometric_N8_r0_s89300_target-far_W1.200_seed3,random_geometric,8,random_geometric_N8_r0_s89300,far,4,1.2,3,0.2909168025132698,0.06980447485514253,0.22111232765812727,quantum_higher
