family,edge_model,target_style,disorder_strength_over_coupling,best_dephasing_over_coupling,best_arrival_n,best_arrival_mean,best_arrival_std,best_arrival_sem,best_arrival_ci95_low,best_arrival_ci95_high,dephasing_gain_n,dephasing_gain_mean,dephasing_gain_std,dephasing_gain_sem,dephasing_gain_ci95_low,dephasing_gain_ci95_high,best_sink_hitting_time_filled_n,best_sink_hitting_time_filled_mean,best_sink_hitting_time_filled_std,best_sink_hitting_time_filled_sem,best_sink_hitting_time_filled_ci95_low,best_sink_hitting_time_filled_ci95_high,best_mean_coherence_l1_n,best_mean_coherence_l1_mean,best_mean_coherence_l1_std,best_mean_coherence_l1_sem,best_mean_coherence_l1_ci95_low,best_mean_coherence_l1_ci95_high,best_final_entropy_n,best_final_entropy_mean,best_final_entropy_std,best_final_entropy_sem,best_final_entropy_ci95_low,best_final_entropy_ci95_high,best_participation_ratio_n,best_participation_ratio_mean,best_participation_ratio_std,best_participation_ratio_sem,best_participation_ratio_ci95_low,best_participation_ratio_ci95_high,best_ipr_n,best_ipr_mean,best_ipr_std,best_ipr_sem,best_ipr_ci95_low,best_ipr_ci95_high
erdos_renyi,unweighted,far,0.0,0.0,4,0.324376933666134,0.05263074863049133,0.026315374315245665,0.2727988000082525,0.3759550673240155,4,0.0,0.0,0.0,0.0,0.0,4,3.0,0.5914319830722993,0.29571599153614964,2.420396656589147,3.579603343410853,4,2.664883249623686,0.12688820556244193,0.06344410278122097,2.5405328081724927,2.789233691074879,4,1.4316759518631604e-10,5.254351916528831e-15,2.6271759582644154e-15,1.4316244592143785e-10,1.4317274445119424e-10,4,2.8480160499409397,1.8943271609113086,0.9471635804556543,0.9915754322478574,4.704456667634022,4,0.5254798371214812,0.34951724657279054,0.17475862328639527,0.18295293548014646,0.8680067387628159
erdos_renyi,unweighted,far,0.0,0.6,2,0.29988749413372146,0.0,0.0,0.29988749413372146,0.29988749413372146,2,0.12628098270758703,0.0,0.0,0.12628098270758703,0.12628098270758703,2,2.195121951219512,0.0,0.0,2.195121951219512,2.195121951219512,2,1.1409356496250218,0.0,0.0,1.1409356496250218,1.1409356496250218,2,1.7287384796506242,0.0,0.0,1.7287384796506242,1.7287384796506242,2,5.750479662266637,0.0,0.0,5.750479662266637,5.750479662266637,2,0.17389853694497462,0.0,0.0,0.17389853694497462,0.17389853694497462
erdos_renyi,unweighted,far,0.6,0.0,4,0.30274153951683874,0.02149328084119841,0.010746640420599205,0.2816781242924643,0.3238049547412132,4,0.0,0.0,0.0,0.0,0.0,4,3.0731707317073167,0.5974365226300433,0.29871826131502166,2.4876829395298743,3.658658523884759,4,2.816388338097423,0.07801547438793267,0.03900773719396634,2.7399331731972487,2.892843502997597,4,1.4315703448400822e-10,1.9376124672704547e-14,9.688062336352274e-15,1.4313804588182898e-10,1.4317602308618747e-10,4,2.7264246959046785,1.6372905275723717,0.8186452637861859,1.1218799788837543,4.330969412925603,4,0.5013218091613751,0.2993853180903479,0.14969265904517395,0.2079241974328342,0.7947194208899161
erdos_renyi,unweighted,far,0.6,0.6,2,0.3356822326163228,0.015356853142198496,0.010858934994534495,0.3143987200270352,0.3569657452056104,2,0.032315562551826826,0.04409250401685167,0.0311781085898109,-0.02879353028420254,0.09342465538785619,2,1.975609756097561,0.10347904114925095,0.07317073170731714,1.8321951219512194,2.1190243902439025,2,1.1015764116818514,0.029699499764661012,0.021000717681440073,1.0604150050262289,1.142737818337474,2,1.7479307580420416,0.0042770366651673246,0.003024321629323312,1.742003087648568,1.7538584284355152,2,5.817871382312573,0.010754832773084998,0.007604815184375723,5.802965944551197,5.832776820073949,2,0.1718844647678735,0.00031774313204821324,0.00022467832334674417,0.1714440952541139,0.17232483428163312
erdos_renyi,unweighted,near,0.0,0.0,2,0.4333856164227137,0.0,0.0,0.4333856164227137,0.4333856164227137,2,0.0,0.0,0.0,0.0,0.0,2,1.024390243902439,0.0,0.0,1.024390243902439,1.024390243902439,2,2.485766178853903,0.0,0.0,2.485766178853903,2.485766178853903,2,1.4317513497710783e-10,0.0,0.0,1.4317513497710783e-10,1.4317513497710783e-10,2,3.489447415323632,0.0,0.0,3.489447415323632,3.489447415323632,2,0.2865783263013448,0.0,0.0,0.2865783263013448,0.2865783263013448
erdos_renyi,unweighted,near,0.0,0.6,4,0.3587194633384437,0.0011252128022071863,0.0005626064011035932,0.3576167547922806,0.35982217188460675,4,0.03987530926921981,0.007862424312800386,0.003931212156400193,0.032170133442675435,0.04758048509576419,4,1.4634146341463412,0.16898056659208563,0.08449028329604281,1.2978136788860972,1.6290155894065852,4,1.0367501520479498,0.046587212090076734,0.023293606045038367,0.9910946841996746,1.082405619896225,4,1.7414310332970986,0.002753720633758046,0.001376860316879023,1.7387323870760156,1.7441296795181815,4,5.764395714345093,0.0968165845963008,0.0484082922981504,5.669515461440718,5.859275967249467,4,0.17351543230339914,0.0029142988030054734,0.0014571494015027367,0.17065941947645377,0.1763714451303445
erdos_renyi,unweighted,near,0.6,0.0,2,0.43181946310240615,0.09500331140757225,0.06717748573147161,0.3001515910687218,0.5634873351360905,2,0.0,0.0,0.0,0.0,0.0,2,1.5365853658536586,0.5173952057462543,0.36585365853658536,0.8195121951219513,2.253658536585366,2,2.500685871195513,0.07384992137133627,0.05221978019176521,2.398335102019653,2.6030366403713727,2,1.4318391044822398e-10,5.108921200172688e-15,3.612552825189822e-15,1.431768298446866e-10,1.4319099105176135e-10,2,3.2409846815163235,1.2781640120641236,0.9037984403991458,1.4695397383339976,5.012429624698649,2,0.3345660327767963,0.13194454919617096,0.09329888547721452,0.15170021724145585,0.5174318483121367
erdos_renyi,unweighted,near,0.6,0.6,4,0.37763841158404093,0.013116643515800327,0.006558321757900163,0.3647841009385566,0.39049272222952525,4,0.019748244858837583,0.01388667800391276,0.00694333900195638,0.006139300415003077,0.03335718930267209,4,1.3536585365853657,0.18414230329928657,0.09207115164964329,1.1731990793520648,1.5341179938186666,4,1.0399834614219117,0.026821981247580305,0.013410990623790153,1.013697919799283,1.0662690030445403,4,1.7475236201383917,0.005727173133316889,0.0028635865666584446,1.7419109904677412,1.7531362498090421,4,5.7899574058051835,0.07461730369041343,0.037308651845206715,5.716832448188578,5.863082363421789,4,0.17273413713863495,0.0022032162152382843,0.0011016081076191421,0.17057498524770143,0.17489328902956847
random_geometric,exponential_distance,far,0.0,0.6,6,0.183080193336711,0.039224734511606234,0.016013430808262136,0.1516938689525172,0.21446651772090478,6,0.043839202545407456,0.018006927889374837,0.0073512975273433345,0.029430659391814523,0.05824774569900039,6,3.7073170731707314,0.8909619556550926,0.3637336952645317,2.994399030452249,4.420235115889214,6,1.1843188293954847,0.00706910440015853,0.002885949786475292,1.1786623678139931,1.1899752909769763,6,1.651823210981919,0.02987642600683596,0.012196999842460879,1.6279170912906957,1.6757293306731424,6,5.145810367645046,0.23286607773816154,0.09506717814362949,4.959478698483532,5.33214203680656,6,0.19465833060963625,0.0086326726184115,0.0035242738386006955,0.1877507538859789,0.2015659073332936
random_geometric,exponential_distance,far,0.6,0.0,2,0.2825106383171967,0.0322570256074786,0.022809161547956227,0.23780468168320248,0.3272165949511909,2,0.0,0.0,0.0,0.0,0.0,2,2.926829268292683,1.0347904114925086,0.7317073170731707,1.4926829268292683,4.360975609756098,2,2.7819114574790866,0.0516402220511115,0.03651515119432003,2.7103417611382192,2.853481153819954,2,1.431527240654818e-10,2.358896806713886e-14,1.6679919281466814e-14,1.4312003142369012e-10,1.4318541670727348e-10,2,3.452704571202921,2.2545398913801633,1.5942004456504957,0.32807169772794964,6.577337444677893,2,0.36810418832745845,0.24036391172594082,0.16996295193393746,0.03497680253694102,0.7012315741179759
random_geometric,exponential_distance,far,0.6,0.6,4,0.14927142311771385,0.0298746747983039,0.01493733739915195,0.11999424181537603,0.17854860442005166,4,0.05544174470533453,0.0065102925307289556,0.0032551462653644778,0.04906165802522015,0.0618218313854489,4,4.280487804878049,0.9586948296113927,0.47934741480569637,3.3409668718588836,5.2200087378972135,4,1.1832644288665215,0.021810788540658113,0.010905394270329057,1.1618898560966766,1.2046390016363664,4,1.6423960455302296,0.036706849552390744,0.018353424776195372,1.6064233329688866,1.6783687580915725,4,5.104481299356083,0.32820261852981486,0.16410130926490743,4.782842733196865,5.426119865515301,4,0.19654342927606694,0.013221371014184627,0.006610685507092313,0.183586485682166,0.20950037286996787
random_geometric,exponential_distance,near,0.0,0.6,6,0.2104618306754067,0.007644273013986126,0.0031207613897988777,0.2043451383514009,0.2165785229994125,6,0.041933242179978465,0.016342262545054925,0.006671700746330293,0.02885670871717109,0.055009775642785835,6,3.0243902439024386,0.2724729764637842,0.1112366268389403,2.806366455298116,3.2424140325067614,6,1.1679039750860507,0.0316217914153412,0.012909542286717906,1.1426012722040837,1.1932066779680177,6,1.6558666131758983,0.024452951168227145,0.009982875511225054,1.6363001771738972,1.6754330491778995,6,5.164298767853155,0.21372144193349824,0.08725141330482243,4.993285997775703,5.335311537930607,6,0.19390751323167724,0.007840725905075554,0.0032009629467428203,0.1876336258560613,0.20018140060729317
