family,target_style,best_arrival_n,best_arrival_mean,best_arrival_std,best_arrival_sem,best_arrival_ci95_low,best_arrival_ci95_high,dephasing_gain_n,dephasing_gain_mean,dephasing_gain_std,dephasing_gain_sem,dephasing_gain_ci95_low,dephasing_gain_ci95_high,best_sink_hitting_time_filled_n,best_sink_hitting_time_filled_mean,best_sink_hitting_time_filled_std,best_sink_hitting_time_filled_sem,best_sink_hitting_time_filled_ci95_low,best_sink_hitting_time_filled_ci95_high,topology_target_degree_n,topology_target_degree_mean,topology_target_degree_std,topology_target_degree_sem,topology_target_degree_ci95_low,topology_target_degree_ci95_high,topology_initial_target_distance_n,topology_initial_target_distance_mean,topology_initial_target_distance_std,topology_initial_target_distance_sem,topology_initial_target_distance_ci95_low,topology_initial_target_distance_ci95_high,topology_target_closeness_n,topology_target_closeness_mean,topology_target_closeness_std,topology_target_closeness_sem,topology_target_closeness_ci95_low,topology_target_closeness_ci95_high,quantum_minus_classical_n,quantum_minus_classical_mean,quantum_minus_classical_std,quantum_minus_classical_sem,quantum_minus_classical_ci95_low,quantum_minus_classical_ci95_high
modular_two_community,far,2880,0.3518577256498579,0.10363134661925756,0.0019310561303375242,0.3480728556343963,0.35564259566531947,2880,0.1059722445703049,0.06885648223648917,0.0012830647914358045,0.10345743757909072,0.10848705156151907,2880,5.649255121042831,2.257697622830678,0.04206971131074231,5.566798486873776,5.731711755211886,2880,2.5277777777777777,0.9571902586783417,0.0178361873817115,2.492818850509623,2.5627367050459324,2880,3.4166666666666665,0.8938056292910748,0.016655084548056837,3.384022700952475,3.449310632380858,2880,0.4191404635175145,0.07585010522215263,0.001413383261477042,0.4163702323250195,0.42191069471000947,2880,0.1778273696671012,0.08830286526316938,0.00164542674447043,0.17460233324793914,0.18105240608626325
modular_two_community,high_centrality,2240,0.4189771176883789,0.08059617439390725,0.0017029049925963058,0.41563942390289016,0.4223148114738677,2240,0.11785894209280323,0.08319104887464258,0.0017577317227933037,0.11441378791612836,0.1213040962694781,2240,3.943695131683959,1.2305732816243495,0.026000606118001302,3.8927339436926762,3.9946563196752414,2240,4.5,1.2680144526293144,0.026791695242422902,4.447488277324851,4.552511722675149,2240,2.0714285714285716,0.5934627600766367,0.012539189417542458,2.0468517601701883,2.096005382686955,2240,0.6200968385759408,0.06978644227836622,0.0014745077153481812,0.6172068034538584,0.6229868736980232,2240,0.049459041779522935,0.09406651888753206,0.0019875179666324523,0.04556350656492333,0.05335457699412254
modular_two_community,low_centrality,1520,0.4616712821353069,0.09941899077920574,0.002550043308140466,0.4566731972513516,0.4666693670192622,1520,0.08184936226266315,0.0887428976417868,0.0022762072970445484,0.07738799596045584,0.08631072856487046,1520,2.7289032637459574,1.710694737138782,0.04387839418325984,2.642901611146768,2.8149049163451467,1520,1.736842105263158,0.5471434239178781,0.014033932710637336,1.7093355971503088,1.7643486133760071,1520,1.7894736842105263,0.7665795625842127,0.01966235090905772,1.7509354764287732,1.8280118919922794,1520,0.3735672557613387,0.057750075948541826,0.001481258193861936,0.3706639897013693,0.3764705218213081,1520,0.17144898317822968,0.08777059525017965,0.0022512682669078095,0.16703649737509038,0.17586146898136898
modular_two_community,near,2880,0.5398992700429087,0.07595418586400204,0.0014153226897296847,0.5371252375710386,0.5426733025147789,2880,0.09910735021746729,0.09814077307202608,0.0018287453329452598,0.09552300936489458,0.10269169107004,2880,1.8863128491620111,0.5931650520213624,0.011052978151641376,1.864649011984794,1.9079766863392282,2880,3.6944444444444446,0.9951447103216238,0.018543426831070728,3.658099327855546,3.7307895610333435,2880,1.0,0.0,0.0,1.0,1.0,2880,0.5608234659885848,0.10931374820971317,0.0020369414322684545,0.5568310607813386,0.564815871195831,2880,-0.006741339135577615,0.10784256096392089,0.0020095274765249364,-0.01068001298956649,-0.0028026652815887395
ring,far,240,0.5606039173042691,0.14815640345552156,0.009563454720287032,0.5418595460525065,0.5793482885560316,240,0.016539750780706342,0.037611474354398954,0.0024278102300149085,0.011781242729877121,0.021298258831535563,240,3.3139664804469278,1.0220443285361376,0.06597267772510337,3.1846600321057252,3.4432729287881303,240,2.0,0.0,0.0,2.0,2.0,240,5.0,0.8182029497292262,0.05281477330198463,4.89648304432811,5.10351695567189,240,0.36768518518518517,0.05425265955148356,0.003501994115505943,0.36082127671879355,0.3745490936515768,240,0.34829050291430724,0.13288366355809875,0.008577603599059097,0.33147839986015143,0.36510260596846306
ring,near,240,0.5072274565231623,0.043770793735280034,0.002825392586450325,0.5016896870537196,0.5127652259926049,240,0.10774586301160576,0.06535985818215892,0.0042189607041663345,0.09947670003143974,0.11601502599177177,240,1.20707635009311,0.06792051776595802,0.004384250569555673,1.198483218976781,1.2156694812094393,240,2.0,0.0,0.0,2.0,2.0,240,1.0,0.0,0.0,1.0,1.0,240,0.36768518518518517,0.05425265955148356,0.003501994115505943,0.36082127671879355,0.3745490936515768,240,-0.01358783440228518,0.0342063530195061,0.0022080105929839816,-0.017915535164533782,-0.009260133640036576
sierpinski_carpet_like,far,240,0.4321611385959349,0.17572993164994846,0.0113433183118403,0.40992823470472795,0.4543940424871419,240,0.018213372809614953,0.03292841960324941,0.002125520345671913,0.014047352932098004,0.022379392687131905,240,4.773184357541898,2.4459519891675283,0.15788552199447903,4.463728734432719,5.082639980651077,240,1.6666666666666667,0.47238969327791464,0.030492623583089885,1.6069011244438105,1.726432208889523,240,5.0,1.4171690798337437,0.09147787074926965,4.8207033733314315,5.1792966266685685,240,0.35138888888888886,0.07746666874711436,0.005000451965729008,0.34158800303606,0.3611897747417177,240,0.24512725970199256,0.09283935396558882,0.005992754529689683,0.2333814608238008,0.25687305858018433
sierpinski_carpet_like,high_centrality,160,0.4117510995511175,0.0640336033070523,0.005062300830949388,0.4018289899224567,0.4216732091797783,160,0.05981106244842489,0.060591008838537956,0.004790139841429335,0.0504223883592234,0.06919973653762639,160,4.413966480446928,0.535269178804312,0.04231674415773874,4.33102566189776,4.496907298996096,160,2.5,0.5015698625755192,0.03965257928590721,2.422280944599622,2.577719055400378,160,3.0,1.0031397251510383,0.07930515857181442,2.8445618891992437,3.1554381108007563,160,0.416083916083916,0.007014963112944308,0.0005545815284742254,0.4149969362881065,0.41717089587972545,160,0.10146885965226848,0.1061780982777238,0.008394115704570215,0.08501639287131087,0.1179213264332261
sierpinski_carpet_like,low_centrality,80,0.34258847475357673,0.030210156127718824,0.003377598135623055,0.33596838240775556,0.3492085670993979,80,0.04085760692905664,0.026805903387344055,0.002996991108619659,0.03498350435616211,0.04673170950195117,80,3.2882681564245813,0.7026273460182617,0.07855612542735496,3.1342981505869654,3.442238162262197,80,1.0,0.0,0.0,1.0,1.0,80,3.0,0.0,0.0,3.0,3.0,80,0.2619047619047619,0.0,0.0,0.2619047619047619,0.2619047619047619,80,0.18956653309955246,0.030210156127718824,0.003377598135623055,0.18294644075373126,0.19618662544537366
sierpinski_carpet_like,near,240,0.5546316588698789,0.08491522036521407,0.005481253905233449,0.5438884012156213,0.5653749165241364,240,0.05873213047471453,0.07014155979947541,0.004527618216339665,0.04985799877068879,0.06760626217874027,240,1.198882681564246,0.16273281647563795,0.010504358134859561,1.1782941396199211,1.2194712235085707,240,2.3333333333333335,0.4723896932779146,0.030492623583089882,2.2735677911104775,2.3930988755561895,240,1.0,0.0,0.0,1.0,1.0,240,0.3868589743589743,0.0618291199325457,0.003991052530156842,0.3790365113998669,0.39468143731808175,240,-0.04365352702880791,0.05206219454294058,0.003360600207196992,-0.050240303434914015,-0.03706675062270181
sierpinski_gasket,far,240,0.2909369586196181,0.08583504835894755,0.005540628546918535,0.2800773266676578,0.3017965905715784,240,0.02463683645781409,0.030939618817311044,0.0019971438069575215,0.02072243459617735,0.028551238319450833,240,7.394413407821229,2.4874648729894213,0.16056516712273294,7.079705680260673,7.7091211353817855,240,1.0,0.0,0.0,1.0,1.0,240,7.333333333333333,1.2498256503234424,0.0806758988227591,7.1752085716407255,7.491458095025941,240,0.25144927536231887,0.042701199862226834,0.0027563505988246494,0.24604682818862256,0.2568517225360152,240,0.24196444003432255,0.06603303523102459,0.0042624140958214315,0.23361010840651253,0.25031877166213257
sierpinski_gasket,high_centrality,240,0.4505144064610537,0.09632217451901384,0.006217569629710417,0.4383279699868213,0.46270084293528607,240,0.034019843060526404,0.05004723244036767,0.0032305349627552594,0.027687994533526095,0.04035169158752671,240,4.208193668528864,1.3650285272783351,0.08811221255411714,4.035493731922794,4.380893605134934,240,2.0,0.0,0.0,2.0,2.0,240,4.0,0.8182029497292262,0.05281477330198463,3.89648304432811,4.10351695567189,240,0.410198761811665,0.045755716614455516,0.002953518807359537,0.4044098649492403,0.41598765867408966,240,0.1533252085500666,0.07774911896312983,0.0050186840487750186,0.14348858781446755,0.16316182928566564
sierpinski_gasket,near,240,0.644463370023654,0.01842659161784301,0.0011894313743878524,0.6421320845298537,0.6467946555174542,240,0.09585934289986872,0.07299326866083289,0.004711695231810826,0.0866244202455195,0.10509426555421794,240,1.0610800744878959,0.042877839547614774,0.0027677526414877627,1.0556552793105798,1.066504869665212,240,2.0,0.0,0.0,2.0,2.0,240,1.0,0.0,0.0,1.0,1.0,240,0.28912529550827426,0.04134442860276603,0.0026687713906162398,0.28389450358266644,0.2943560874338821,240,-0.11292826891201324,0.021508223708726997,0.0013883498705067198,-0.11564943465820642,-0.11020710316582007
square_lattice_2d,far,240,0.4924011064736591,0.06816975855051235,0.004400338993018583,0.48377644204734266,0.5010257708999755,240,0.05317295045430454,0.05793385821287144,0.0037396144673332143,0.04584330609833144,0.06050259481027764,240,2.8983240223463684,1.1466279417075487,0.0740145153754904,2.7532555722104073,3.0433924724823296,240,2.0,0.0,0.0,2.0,2.0,240,4.0,0.8182029497292262,0.05281477330198463,3.89648304432811,4.10351695567189,240,0.40888888888888886,0.06461750756729091,0.004171042178025824,0.40071364621995825,0.41706413155781946,240,0.26844908290552283,0.09423315564427508,0.006082724041180813,0.25652694378480845,0.2803712220262372
square_lattice_2d,high_centrality,80,0.40041371694232736,0.008566733097422403,0.000957789877546691,0.39853644878233585,0.40229098510231887,80,0.11582773311942156,0.04204958575274426,0.004701286608442142,0.10661321136687496,0.12504225487196816,80,3.7508379888268153,0.2473379238360339,0.027653220555551864,3.6966376765379336,3.805038301115697,80,4.0,0.0,0.0,4.0,4.0,80,3.0,0.0,0.0,3.0,3.0,80,0.5499999999999999,1.1172276557816554e-16,1.2490984923352586e-17,0.5499999999999999,0.5499999999999999,80,0.04633137535355425,0.008566733097422405,0.0009577898775466913,0.044454107193562735,0.048208643513545764
square_lattice_2d,low_centrality,80,0.4933435501199009,0.01791956661611151,0.002003468454048061,0.4894167519499667,0.4972703482898351,80,0.15970781791174984,0.06304469493879807,0.007048611175194471,0.14589254000836868,0.173523095815131,80,3.354189944134079,0.24755505614836049,0.027677496686075564,3.2999420506293706,3.408437837638787,80,2.0,0.0,0.0,2.0,2.0,80,3.0,0.0,0.0,3.0,3.0,80,0.4375,0.0,0.0,0.4375,0.4375,80,0.1924135463393361,0.01791956661611151,0.002003468454048061,0.18848674816940192,0.1963403445092703
square_lattice_2d,near,240,0.49247530114498533,0.048297097190987376,0.0031175642181809184,0.48636487527735073,0.49858572701261994,240,0.1603460096924673,0.08761909425775921,0.005655788214501322,0.1492606647920447,0.17143135459288988,240,2.0860335195530726,0.46992244797415184,0.03033336358354852,2.0265801269293173,2.145486912176828,240,3.6666666666666665,0.4723896932779146,0.030492623583089882,3.6069011244438105,3.7264322088895225,240,1.0,0.0,0.0,1.0,1.0,240,0.5743589743589744,0.11473730383109662,0.007406261115442961,0.5598427025727062,0.5888752461452427,240,-0.10644197223984798,0.03881409724427792,0.0025054392037527264,-0.11135263307920333,-0.10153131140049264
star,far,240,0.26237847123686997,0.07497807894880701,0.0048398141849892405,0.2528924354342911,0.27186450703944887,240,0.1482571377942703,0.06378558588644948,0.004117341864438361,0.14018714773997112,0.15632712784856947,240,6.299813780260708,1.6081269320375364,0.10380414710615009,6.096357651932654,6.503269908588762,240,1.0,0.0,0.0,1.0,1.0,240,2.0,0.0,0.0,2.0,2.0,240,0.5305609423256482,0.0060492173976787016,0.000390475303979963,0.5297956107298475,0.5313262739214489,240,0.014195572048732667,0.04693797558359808,0.0030298332956660953,0.00825709878922712,0.020134045308238216
star,near,240,0.447920691348437,0.05544103867108077,0.00357870365782562,0.44090643217909875,0.4549349505177752,240,0.3207100323481396,0.037132199315115855,0.0023968731592583026,0.3160121609559933,0.3254079037402859,240,2.7273743016759777,0.44733718150790247,0.028875490901991176,2.670778339508075,2.7839702638438806,240,9.0,1.6364058994584525,0.10562954660396925,8.79296608865622,9.20703391134378,240,1.0,0.0,0.0,1.0,1.0,240,1.0,0.0,0.0,1.0,1.0,240,-0.46654808795742386,0.05544103867108165,0.0035787036578256767,-0.4735623471267622,-0.4595338287880855
