scenario,topology,n_sites,best_regime,eta_coherent,eta_best,gamma_best,eta_high,coherence_best,loss_best
Cadeia de 2 nos - passeio coerente,chain,2,coherent,0.0,0.0,0.0,0.0,0.6422849557718914,0.0
