family,edge_model,target_style,disorder_strength_over_coupling,best_dephasing_over_coupling,best_arrival_n,best_arrival_mean,best_arrival_std,best_arrival_sem,best_arrival_ci95_low,best_arrival_ci95_high,dephasing_gain_n,dephasing_gain_mean,dephasing_gain_std,dephasing_gain_sem,dephasing_gain_ci95_low,dephasing_gain_ci95_high,best_sink_hitting_time_filled_n,best_sink_hitting_time_filled_mean,best_sink_hitting_time_filled_std,best_sink_hitting_time_filled_sem,best_sink_hitting_time_filled_ci95_low,best_sink_hitting_time_filled_ci95_high,best_mean_coherence_l1_n,best_mean_coherence_l1_mean,best_mean_coherence_l1_std,best_mean_coherence_l1_sem,best_mean_coherence_l1_ci95_low,best_mean_coherence_l1_ci95_high,best_final_entropy_n,best_final_entropy_mean,best_final_entropy_std,best_final_entropy_sem,best_final_entropy_ci95_low,best_final_entropy_ci95_high,best_participation_ratio_n,best_participation_ratio_mean,best_participation_ratio_std,best_participation_ratio_sem,best_participation_ratio_ci95_low,best_participation_ratio_ci95_high,best_ipr_n,best_ipr_mean,best_ipr_std,best_ipr_sem,best_ipr_ci95_low,best_ipr_ci95_high
barabasi_albert_scale_free,unweighted,far,0.0,0.0,2,0.7534069455263602,0.0,0.0,0.7534069455263602,0.7534069455263602,2,0.0,0.0,0.0,0.0,0.0,2,1.5211267605633803,0.0,0.0,1.5211267605633803,1.5211267605633803,2,2.3836021399786,0.0,0.0,2.3836021399786,2.3836021399786,2,2.575718535134341e-10,0.0,0.0,2.575718535134341e-10,2.575718535134341e-10,2,5.7973837888175375,0.0,0.0,5.7973837888175375,5.7973837888175375,2,0.17249159904315475,0.0,0.0,0.17249159904315475,0.17249159904315475
barabasi_albert_scale_free,unweighted,far,0.0,0.4,2,0.34228437225575403,0.0,0.0,0.34228437225575403,0.34228437225575403,2,0.05972221560187546,0.0,0.0,0.05972221560187546,0.05972221560187546,2,2.873239436619718,0.0,0.0,2.873239436619718,2.873239436619718,2,1.2166835344093951,0.0,0.0,1.2166835344093951,1.2166835344093951,2,2.0237675924127974,0.0,0.0,2.0237675924127974,2.0237675924127974,2,7.656249895718267,0.0,0.0,7.656249895718267,7.656249895718267,2,0.13061224667695953,0.0,0.0,0.13061224667695953,0.13061224667695953
barabasi_albert_scale_free,unweighted,far,0.0,0.8,2,0.29731978634634604,0.0,0.0,0.29731978634634604,0.29731978634634604,2,0.08402173162338383,0.0,0.0,0.08402173162338383,0.08402173162338383,2,3.380281690140845,0.0,0.0,3.380281690140845,3.380281690140845,2,1.0408655370104603,0.0,0.0,1.0408655370104603,1.0408655370104603,2,2.4666633594676814,0.0,0.0,2.4666633594676814,2.4666633594676814,2,11.80775516985706,0.0,0.0,11.80775516985706,11.80775516985706,2,0.08469010287008734,0.0,0.0,0.08469010287008734,0.08469010287008734
barabasi_albert_scale_free,unweighted,far,0.6,0.0,2,0.7700984505908952,0.002572807601108875,0.0018192497014323792,0.7665327211760877,0.7736641800057027,2,0.0,0.0,0.0,0.0,0.0,2,1.5211267605633803,0.0,0.0,1.5211267605633803,1.5211267605633803,2,2.3841518000161788,0.007877967863623886,0.005570564498338148,2.373233493599436,2.3950701064329216,2,2.577091665531977e-10,4.4236828732019507e-14,3.1280161574598896e-14,2.5764785743651146e-10,2.577704756698839e-10,2,4.864747570599777,0.6474464503997772,0.45781377553284214,3.967432570555406,5.762062570644147,2,0.20739730465799028,0.027602387744600214,0.019517835551147264,0.16914234697774164,0.24565226233823892
barabasi_albert_scale_free,unweighted,far,0.6,0.8,4,0.30854243400715564,0.026294394457962264,0.013147197228981132,0.2827739274383526,0.33431094057595867,4,0.10289452337179229,0.04598024814793337,0.022990124073966684,0.05783388018681759,0.147955166556767,4,3.507042253521126,0.4225352112676056,0.2112676056338028,3.0929577464788727,3.9211267605633795,4,0.8996126858018623,0.16126021758373976,0.08063010879186988,0.7415776725697973,1.0576476990339272,4,2.2541395119705614,0.24500519687557032,0.12250259843778516,2.0140344190325026,2.49424460490862,4,9.755970873085316,2.3636993068524315,1.1818496534262157,7.439545552369933,12.0723961938007,4,0.1072221959397622,0.025980286063448238,0.012990143031724119,0.08176151559758293,0.13268287628194148
barabasi_albert_scale_free,unweighted,far,1.2,0.0,2,0.4462362245123713,0.1259131638710037,0.08903405201383971,0.27172948256524554,0.6207429664594971,2,0.0,0.0,0.0,0.0,0.0,2,2.788732394366197,1.0755990474386918,0.76056338028169,1.2980281690140847,4.279436619718309,2,4.37923990939721,2.105433475734298,1.4887662880288843,1.4612579848605969,7.297221833933824,2,2.5771264472990715e-10,8.10124199059442e-11,5.728443147582519e-11,1.454351590372898e-10,3.699901304225245e-10,2,5.514581984066757,2.8605939549137993,2.0227453837407925,1.5500010319348037,9.47916293619871,2,0.2095276328368737,0.10868883291831086,0.07685461079578926,0.05889259567712676,0.3601626699966206
barabasi_albert_scale_free,unweighted,far,1.2,0.1,1,0.4673463565190618,0.0,0.0,0.4673463565190618,0.4673463565190618,1,0.01431622719299841,0.0,0.0,0.01431622719299841,0.01431622719299841,1,1.6901408450704225,0.0,0.0,1.6901408450704225,1.6901408450704225,1,2.395992436536262,0.0,0.0,2.395992436536262,2.395992436536262,1,1.7265479254262597,0.0,0.0,1.7265479254262597,1.7265479254262597,1,5.437536343774049,0.0,0.0,5.437536343774049,5.437536343774049,1,0.18390681675994586,0.0,0.0,0.18390681675994586,0.18390681675994586
barabasi_albert_scale_free,unweighted,far,1.2,0.4,2,0.38653928153628997,0.017837517985846783,0.012613029927329267,0.3618177428787246,0.41126082019385535,2,0.03594131349929633,0.02457583169190662,0.017377737242646435,0.0018809485037093177,0.07000167849488334,2,2.197183098591549,0.7170660316257946,0.5070422535211268,1.2033802816901407,3.1909859154929574,2,1.2543152683063437,0.10515425095654064,0.07435528392196189,1.1085789118192984,1.400051624793389,2,2.1480243595861013,0.1631097458897585,0.11533600739626282,1.921965785089426,2.3740829340827765,2,8.725080711111055,1.4022475844010387,0.99153877583243,6.781664710479491,10.668496711742618,2,0.11611165427110065,0.01866083445109199,0.013195202582966692,0.09024905720848593,0.14197425133371536
barabasi_albert_scale_free,unweighted,far,1.2,0.8,1,0.2783107855837051,0.0,0.0,0.2783107855837051,0.2783107855837051,1,0.12312720148895273,0.0,0.0,0.12312720148895273,0.12312720148895273,1,4.225352112676056,0.0,0.0,4.225352112676056,4.225352112676056,1,1.0476190075614602,0.0,0.0,1.0476190075614602,1.0476190075614602,1,2.467841795880131,0.0,0.0,2.467841795880131,2.467841795880131,1,11.824054547535084,0.0,0.0,11.824054547535084,11.824054547535084,1,0.08457335814713965,0.0,0.0,0.08457335814713965,0.08457335814713965
barabasi_albert_scale_free,unweighted,high_centrality,0.0,0.8,6,0.39095376003514754,0.04791517255284785,0.019561287281981147,0.3526136369624645,0.42929388310783057,6,0.16617984751764583,0.056205575417698245,0.022945830078813033,0.12120602056317228,0.21115367447211938,6,2.76056338028169,0.6293741991557832,0.25694094086741137,2.256959136181564,3.264167624381816,6,0.8724452313714979,0.13894656434072056,0.056724697357926325,0.7612648245499622,0.9836256381930335,6,2.2749699138912485,0.18560951255501643,0.07577476619441638,2.1264513721501923,2.4234884556323046,6,9.901526700139499,1.8023079733233252,0.7357891489986372,8.45937996810217,11.343673432176828,6,0.10388918418583822,0.019215532810642314,0.007844708420296994,0.0885135556820561,0.11926481268962033
barabasi_albert_scale_free,unweighted,high_centrality,0.6,0.8,6,0.3910120535244204,0.051422976535151266,0.02099334226103885,0.34986510269278426,0.4321590043560566,6,0.17712997868793812,0.04596286806446516,0.01876426231213399,0.1403520245561555,0.21390793281972073,6,2.704225352112676,0.6589382092265215,0.2690103974380467,2.1769649731341043,3.2314857310912477,6,0.8679560520460307,0.14260677114501835,0.058218970528525094,0.7538468698101215,0.9820652342819398,6,2.2749852879022017,0.18494048572180755,0.0755016371334844,2.1270020791205724,2.422968496683831,6,9.902030974839972,1.7961810257124862,0.7332878331107505,8.464786821942901,11.339275127737043,6,0.10386492611686658,0.019153707233402546,0.007819468234081918,0.08853876837806603,0.11919108385566714
barabasi_albert_scale_free,unweighted,high_centrality,1.2,0.4,1,0.47404121508069114,0.0,0.0,0.47404121508069114,0.47404121508069114,1,0.030122369486330514,0.0,0.0,0.030122369486330514,0.030122369486330514,1,1.5211267605633803,0.0,0.0,1.5211267605633803,1.5211267605633803,1,1.2788072918402902,0.0,0.0,1.2788072918402902,1.2788072918402902,1,2.279735698525165,0.0,0.0,2.279735698525165,2.279735698525165,1,9.881935165555396,0.0,0.0,9.881935165555396,9.881935165555396,1,0.1011947541900106,0.0,0.0,0.1011947541900106,0.1011947541900106
barabasi_albert_scale_free,unweighted,high_centrality,1.2,0.8,5,0.40714543266783565,0.06715202431031364,0.030031298236915947,0.3482840881234804,0.4660067772121909,5,0.07702025178536169,0.04612188489992365,0.02062633397733007,0.036592637189794754,0.11744786638092863,5,2.5690140845070424,0.6255804683939746,0.27976809054501717,2.020668627038809,3.1173595419752758,5,0.8669349108804459,0.16282203015226657,0.07281622553099769,0.7242151088396904,1.0096547129212015,5,2.274138571306479,0.2056708437667426,0.09197879753043507,2.093860128146826,2.4544170144661317,5,9.925165364564858,1.9999399927115245,0.8944003549246805,8.172140668912483,11.678190060217233,5,0.10415994730724447,0.021214597581007185,0.009487456461286932,0.08556453264312208,0.12275536197136686
barabasi_albert_scale_free,unweighted,near,0.0,0.8,6,0.39095376003514754,0.04791517255284785,0.019561287281981147,0.3526136369624645,0.42929388310783057,6,0.16617984751764583,0.056205575417698245,0.022945830078813033,0.12120602056317228,0.21115367447211938,6,2.76056338028169,0.6293741991557832,0.25694094086741137,2.256959136181564,3.264167624381816,6,0.8724452313714979,0.13894656434072056,0.056724697357926325,0.7612648245499622,0.9836256381930335,6,2.2749699138912485,0.18560951255501643,0.07577476619441638,2.1264513721501923,2.4234884556323046,6,9.901526700139499,1.8023079733233252,0.7357891489986372,8.45937996810217,11.343673432176828,6,0.10388918418583822,0.019215532810642314,0.007844708420296994,0.0885135556820561,0.11926481268962033
barabasi_albert_scale_free,unweighted,near,0.6,0.8,6,0.3910120535244204,0.051422976535151266,0.02099334226103885,0.34986510269278426,0.4321590043560566,6,0.17712997868793812,0.04596286806446516,0.01876426231213399,0.1403520245561555,0.21390793281972073,6,2.704225352112676,0.6589382092265215,0.2690103974380467,2.1769649731341043,3.2314857310912477,6,0.8679560520460307,0.14260677114501835,0.058218970528525094,0.7538468698101215,0.9820652342819398,6,2.2749852879022017,0.18494048572180755,0.0755016371334844,2.1270020791205724,2.422968496683831,6,9.902030974839972,1.7961810257124862,0.7332878331107505,8.464786821942901,11.339275127737043,6,0.10386492611686658,0.019153707233402546,0.007819468234081918,0.08853876837806603,0.11919108385566714
barabasi_albert_scale_free,unweighted,near,1.2,0.4,1,0.47404121508069114,0.0,0.0,0.47404121508069114,0.47404121508069114,1,0.030122369486330514,0.0,0.0,0.030122369486330514,0.030122369486330514,1,1.5211267605633803,0.0,0.0,1.5211267605633803,1.5211267605633803,1,1.2788072918402902,0.0,0.0,1.2788072918402902,1.2788072918402902,1,2.279735698525165,0.0,0.0,2.279735698525165,2.279735698525165,1,9.881935165555396,0.0,0.0,9.881935165555396,9.881935165555396,1,0.1011947541900106,0.0,0.0,0.1011947541900106,0.1011947541900106
barabasi_albert_scale_free,unweighted,near,1.2,0.8,5,0.40714543266783565,0.06715202431031364,0.030031298236915947,0.3482840881234804,0.4660067772121909,5,0.07702025178536169,0.04612188489992365,0.02062633397733007,0.036592637189794754,0.11744786638092863,5,2.5690140845070424,0.6255804683939746,0.27976809054501717,2.020668627038809,3.1173595419752758,5,0.8669349108804459,0.16282203015226657,0.07281622553099769,0.7242151088396904,1.0096547129212015,5,2.274138571306479,0.2056708437667426,0.09197879753043507,2.093860128146826,2.4544170144661317,5,9.925165364564858,1.9999399927115245,0.8944003549246805,8.172140668912483,11.678190060217233,5,0.10415994730724447,0.021214597581007185,0.009487456461286932,0.08556453264312208,0.12275536197136686
